frequency,monetary,avg_order_value,total_interactions,interaction_types_count,engagement_segment,engaged_not_purchased,purchase_frequency_rate,interaction_purchase_ratio,customer_segment,location,acquisition_channel,age,gender,is_churned,will_purchase
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,referral,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,referral,22,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,39,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,20,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,52,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,referral,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,51,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,47,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,48,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,referral,19,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,33,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,28,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,30,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,20,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,35,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,52,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,23,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,28,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,referral,48,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,52,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,29,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,30,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,49,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,18,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,referral,52,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,organic,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,organic,35,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,26,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,33,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,25,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,referral,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,referral,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,30,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,22,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,48,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,ads,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,35,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,ads,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,37,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,ads,37,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,44,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,ads,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,organic,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,organic,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,referral,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,referral,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,23,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,organic,42,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,ads,31,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,referral,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,referral,46,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,50,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,35,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,47,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,referral,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,referral,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,referral,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,43,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,32,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,30,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,25,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,31,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,20,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,52,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,ads,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,19,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,22,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,referral,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,25,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,38,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,18,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,referral,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,50,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,34,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,54,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,ads,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,ads,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,50,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,referral,45,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,44,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,organic,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,52,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,21,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,50,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,ads,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,31,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,34,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,22,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,29,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,26,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,44,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,32,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,21,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,ads,27,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Delhi,organic,32,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,48,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,referral,20,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,organic,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,referral,41,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,referral,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,ads,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,38,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,referral,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,referral,33,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Jaipur,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,ads,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,39,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,ads,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,47,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,referral,55,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,50,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,28,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,referral,21,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,31,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,45,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,45,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,organic,46,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,ads,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,ads,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,45,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,33,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,referral,39,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,referral,33,other,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,27,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,organic,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,18,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,42,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Delhi,organic,48,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,38,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,ads,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,referral,22,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,organic,18,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,ads,36,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,36,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,organic,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,38,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Hyderabad,ads,25,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,referral,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,ads,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,31,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,22,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,50,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,44,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,23,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,49,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,38,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,referral,44,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,33,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,organic,53,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,ads,40,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Mumbai,organic,24,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,ads,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,ads,53,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Kolkata,referral,35,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Chennai,referral,37,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,30,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,20,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Mumbai,organic,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,21,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,44,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,referral,40,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Pune,referral,29,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bhubaneswar,organic,45,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,ads,49,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,29,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,organic,31,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Ahmedabad,organic,40,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,organic,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bangalore,organic,22,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,19,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Pune,organic,18,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Pune,ads,36,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,31,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Bangalore,organic,28,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,ads,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Hyderabad,organic,43,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,29,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,25,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,referral,47,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Hyderabad,ads,41,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Ahmedabad,organic,34,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bhubaneswar,referral,39,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Chennai,organic,30,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Jaipur,organic,42,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,ads,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,33,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,41,other,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Bangalore,organic,34,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Kolkata,ads,43,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Bhubaneswar,ads,47,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,ads,47,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,22,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,low,Chennai,organic,21,female,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,high,Ahmedabad,organic,35,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Jaipur,organic,23,male,0,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Delhi,organic,33,male,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Kolkata,referral,35,female,1,0
0,0.0,0.0,0,0,No Interaction,0,0,0,medium,Mumbai,organic,34,male,1,0
