customer_id,final_score,churn_prob,purchase_prob,expected_revenue,selected,customer_segment,engagement_segment,age,gender,location,acquisition_channel
C00612,14925.653404339766,2.699979770402492e-13,0.9999999779581156,14925.653404343797,1,low,Low Engagement,39,male,Delhi,referral
C00613,14911.354043221712,1.278046580277388e-06,0.999991004213992,14911.37310065111,1,low,Low Engagement,39,female,Bhubaneswar,referral
C00614,14911.123339223246,1.4485019333116152e-16,0.9999999959240662,14911.123339223248,1,high,High Engagement,41,other,Mumbai,ads
C00615,14878.79049781849,1.2652348410377665e-12,0.9999999470469776,14878.790497837315,1,medium,High Engagement,43,female,Jaipur,ads
C00616,14854.338989631173,0.0012610918512642,0.9987376383151786,14873.095328953592,1,low,High Engagement,21,male,Hyderabad,organic
C00617,14852.918140018091,4.1545163134395466e-06,0.9999795178556212,14852.97984696517,1,low,Medium Engagement,29,female,Hyderabad,organic
C00618,14835.322799338828,2.034033916827935e-05,0.99987083101421,14835.624560974173,1,medium,High Engagement,18,female,Hyderabad,ads
C00619,14821.78107748569,9.589690775171335e-07,0.999990062738719,14821.795291129049,1,high,High Engagement,42,female,Bhubaneswar,ads
C00620,14815.769381057526,3.821181755566451e-05,0.9999532897618012,14816.335540168033,1,low,High Engagement,32,female,Kolkata,organic
C00621,14804.102922366545,8.156665247385825e-18,0.9999999998539756,14804.102922366545,1,low,High Engagement,39,male,Bangalore,referral
C00622,14779.263751534894,1.8307027770073501e-07,0.9999973408496248,14779.266457179308,1,high,High Engagement,20,female,Hyderabad,organic
C00623,14776.223245848,0.0291144584801332,0.9866653881331656,15219.325671197714,1,medium,High Engagement,49,female,Kolkata,organic
C00624,14755.333041129656,3.63883272866406e-16,0.9999999992204908,14755.333041129665,1,high,High Engagement,23,male,Mumbai,organic
C00625,14748.984528944586,1.6662379509979157e-08,0.9999969490854516,14748.984774697768,1,medium,High Engagement,42,male,Hyderabad,ads
C00626,14725.238811920202,0.0006987289289335,0.9981516226820412,14735.534956477604,1,high,High Engagement,36,male,Jaipur,organic
C00627,14714.057376651384,2.693002272102505e-06,0.9999793296312276,14714.09700174804,1,medium,High Engagement,33,female,Chennai,organic
C00628,14713.944945296633,1.2501604115871e-05,0.9999087384791752,14714.128895510996,1,medium,High Engagement,32,female,Ahmedabad,ads
C00629,14689.099640676226,2.2329655063312014e-06,0.9999957275400824,14689.132441002284,1,medium,High Engagement,28,male,Hyderabad,ads
C00630,14680.654257149085,6.379633235961509e-09,0.9999977684760538,14680.654350806277,1,medium,High Engagement,47,female,Bangalore,ads
C00631,14652.252340467932,8.497960787977845e-06,0.9999785742965316,14652.376855791905,1,low,Medium Engagement,35,female,Chennai,organic
C00632,14651.02039391081,8.696444949762257e-05,0.9997974097368182,14652.294622646546,1,medium,High Engagement,22,female,Jaipur,ads
C00633,14650.679781312943,1.2138807277201e-06,0.999992075446665,14650.697565512366,1,high,High Engagement,31,male,Bhubaneswar,ads
C00634,14648.667412074794,7.97974562062076e-06,0.9998367904615324,14648.784305647205,1,low,Medium Engagement,36,female,Ahmedabad,organic
C00635,14641.097816916992,1.885726486408021e-05,0.997934087221218,14641.373913182846,1,high,High Engagement,43,female,Bhubaneswar,referral
C00636,14614.316067406213,3.6119745409101297e-13,0.9999999780025705,14614.316067411492,1,low,Medium Engagement,28,male,Bangalore,ads
C00637,14548.395321655958,6.712571014672481e-05,0.999605633991746,14549.371958580869,1,low,Medium Engagement,29,male,Ahmedabad,organic
C00638,14548.283831692745,8.64413669412089e-05,0.9997019876195944,14549.541513949578,1,medium,High Engagement,35,male,Bangalore,referral
C00639,14540.668550290737,1.0405608376744974e-05,0.9998488807548894,14540.819856367638,1,low,Medium Engagement,43,female,Bhubaneswar,referral
C00640,14500.164029462589,0.0072112303295428,0.9940667707003066,14605.487564364494,1,high,High Engagement,21,female,Jaipur,referral
C00641,14498.04360325046,8.861010723433897e-06,0.9999336118208296,14498.172071708655,1,medium,High Engagement,40,female,Ahmedabad,ads
C00642,14422.215709964348,4.1807368624318246e-05,0.9999171365898036,14422.818690061926,1,medium,High Engagement,30,male,Pune,organic
C00643,14412.949545415808,3.0609900701578335e-05,0.9999816224882968,14413.390737875066,1,medium,High Engagement,31,male,Kolkata,organic
C00644,14412.505654441102,1.7561037397427013e-06,0.999944585855974,14412.530964340627,1,low,Medium Engagement,55,female,Jaipur,ads
C00645,14398.44704891852,0.0002440962329564,0.9996032073496428,14401.962513715298,1,high,High Engagement,33,male,Ahmedabad,referral
C00646,14397.440043260323,0.0006488592691194,0.9991737062066992,14406.788021206125,1,medium,High Engagement,42,female,Bangalore,ads
C00647,14376.436254457838,0.0004657365192978,0.9997575008307268,14383.13500569198,1,medium,High Engagement,42,male,Bangalore,referral
C00648,14361.923759271034,0.0392183192918651,0.9883599357188156,14948.165694297706,1,medium,High Engagement,23,male,Mumbai,organic
C00649,14331.255312926543,0.0770181336102143,0.9868045093310333,15527.125542544836,1,medium,High Engagement,18,female,Jaipur,ads
C00650,14305.79684309079,0.003083068199572,0.9994086436403692,14350.03899196955,1,medium,High Engagement,43,other,Bangalore,referral
C00651,14299.459114433885,0.0002165616275256,0.999183718293365,14302.55649934716,1,low,Medium Engagement,24,male,Delhi,ads
C00652,14290.802835917557,4.938675206759225e-05,0.9999648796003602,14291.50864711178,1,high,High Engagement,18,male,Kolkata,referral
C00653,14267.84718092295,0.1380377971237873,0.9814913044228126,16552.752699960292,1,low,Low Engagement,45,male,Bhubaneswar,ads
C00654,14258.53299128255,0.0001294270811991,0.9997909798582284,14260.378670470662,1,medium,High Engagement,24,male,Chennai,ads
C00655,14253.707469171808,0.0030898910577551,0.9969977364650188,14297.88638044354,1,low,Medium Engagement,27,female,Mumbai,ads
C00656,14242.9481575082,0.0004736837425282,0.9997534496062014,14249.698007790428,1,low,High Engagement,54,female,Bangalore,referral
C00657,14194.993376858369,4.726257083759567e-05,0.9979191319714696,14195.664300447954,1,medium,High Engagement,18,female,Delhi,ads
C00658,14184.684395525575,6.1602070601275e-05,0.9997810724076354,14185.558255286738,1,medium,High Engagement,22,female,Mumbai,organic
C00659,14130.188395285786,0.0013334270038498,0.9995062270197445,14149.055127471718,1,low,Medium Engagement,30,male,Delhi,ads
C00660,14125.454622755544,1.0212041722642624e-10,0.9999997292776136,14125.45462419804,1,medium,High Engagement,32,female,Mumbai,ads
C00661,14102.098275933662,5.967354934018646e-05,0.9999302065084104,14102.939848410548,1,low,High Engagement,26,female,Bangalore,organic
C00662,14083.091141445251,0.3568525347110871,0.7615585203815315,21897.141637834,1,medium,High Engagement,23,female,Delhi,ads
C00663,14047.93000989025,9.724021894802369e-08,0.9999932337358748,14047.931375914171,1,high,High Engagement,50,female,Ahmedabad,organic
C00664,14022.610061360823,6.998917572391831e-06,0.9999724315590944,14022.708205139694,1,medium,High Engagement,37,female,Jaipur,ads
C00666,14007.389584969333,0.0104778531888043,0.99451299814161,14155.711047104023,1,medium,High Engagement,33,female,Bhubaneswar,ads
C00669,14002.713217409831,2.675420487939828e-06,0.999985337428461,14002.750680655892,1,medium,High Engagement,25,male,Pune,referral
C00670,14002.194122644596,6.759040195106837e-07,0.9999875032204424,14002.203586790283,1,high,High Engagement,37,female,Kolkata,organic
C00671,13957.145805057584,1.7240506899898377e-07,0.999966966092533,13957.148211340684,1,low,High Engagement,41,male,Pune,organic
C00672,13944.525630770691,9.198652152006345e-05,0.9997484348723714,13945.808457180454,1,medium,High Engagement,50,male,Hyderabad,referral
C00673,13941.856391696394,4.705184354139534e-05,0.999902531560837,13942.512412609003,1,low,Medium Engagement,54,female,Bangalore,ads
C00674,13887.18463805841,1.8338040367213956e-14,0.9999999906832668,13887.184638058665,1,medium,High Engagement,35,female,Ahmedabad,organic
C00675,13869.404681099128,0.2219732653537631,0.8533241743786423,17826.385731340513,1,medium,High Engagement,46,female,Jaipur,referral
C00676,13835.240379292156,0.0028080749246833,0.992108806672626,13874.200172897708,1,low,High Engagement,18,female,Ahmedabad,ads
C00677,13804.21120615874,7.878000439239113e-07,0.9999779220236588,13804.222081125505,1,medium,High Engagement,50,male,Chennai,referral
C00678,13782.81430142426,0.0006440988573788,0.9962429518012074,13791.69751803694,1,medium,High Engagement,27,female,Bhubaneswar,ads
C00679,13757.895830981262,0.0015085460036081,0.9990519216358262,13778.681606053064,1,medium,High Engagement,32,female,Pune,ads
C00680,13751.533636938851,2.616839864846351e-11,0.999999842261044,13751.533637298708,1,medium,High Engagement,39,female,Ahmedabad,ads
C00681,13691.54691093629,3.817879406716368e-06,0.999992411965726,13691.599183810858,1,medium,High Engagement,33,male,Pune,organic
C00683,13660.474207307629,0.002563676734301,0.9992822871335564,13695.585260602871,1,medium,High Engagement,50,female,Kolkata,ads
C00684,13594.259706307072,0.0006324757843536,0.9990043344889236,13602.863187871277,1,medium,High Engagement,31,male,Bhubaneswar,organic
C00685,13589.042824273734,0.0009037169925734,0.9994652435082894,13601.334581456673,1,medium,High Engagement,24,female,Hyderabad,organic
C00686,13546.55539209571,0.1547061974598665,0.839945616620135,16025.854385052748,1,medium,High Engagement,53,male,Ahmedabad,organic
C00687,13503.135120085197,1.543543107989921e-05,0.9997158374144014,13503.34355001391,1,medium,High Engagement,40,female,Jaipur,referral
C00688,13456.060521516072,0.014408006575708,0.9837636781075508,13652.76971738072,1,low,Medium Engagement,54,female,Pune,ads
C00689,13445.25349772246,0.0013621136307054,0.9978243353727144,13463.592440503931,1,low,Medium Engagement,43,female,Pune,ads
C00690,13426.867504298414,0.0165145229960163,0.9865700055699144,13652.32920896912,1,medium,High Engagement,21,female,Kolkata,referral
C00691,13414.823659336951,4.348439727801616e-06,0.9999872553749376,13414.881993142755,1,medium,High Engagement,41,male,Bangalore,ads
C00692,13396.364205356853,0.0079232382742597,0.9941907911154656,13503.354500566638,1,high,High Engagement,25,female,Bhubaneswar,referral
C00693,13349.065967357945,3.7521295838821483e-16,0.9999999991832444,13349.065967357948,1,medium,High Engagement,35,male,Pune,organic
C00694,13344.243004407048,2.8231424457795674e-05,0.9996201965761912,13344.619742031216,1,medium,High Engagement,34,male,Kolkata,organic
C00695,13331.986374128552,1.1159051270659699e-07,0.9999766219172044,13331.987861851912,1,medium,High Engagement,18,male,Kolkata,ads
C00696,13304.120632991897,0.0008240160696594,0.9884411751157997,13315.092483167027,1,medium,High Engagement,26,male,Delhi,ads
C00697,13285.548389390322,6.230280334279635e-13,0.9999999778095784,13285.5483893986,1,high,High Engagement,57,female,Pune,referral
C00698,13249.462518204296,2.1077796539885477e-09,0.999997695701137,13249.462546131244,1,high,High Engagement,37,female,Delhi,ads
C00699,13234.959406859734,0.0017575339720112,0.998359770441075,13258.261251418902,1,low,High Engagement,33,female,Jaipur,organic
C00700,13212.778131256504,0.0706329906535392,0.9707917013767172,14216.964878652028,1,medium,High Engagement,53,male,Jaipur,ads
C00701,13211.943577086342,0.0005264665072623,0.9989384745441456,13218.902886718954,1,medium,High Engagement,31,female,Kolkata,ads
C00702,13198.97731575409,3.320454960703751e-05,0.9999598754629933,13199.415596404046,1,high,High Engagement,34,female,Bangalore,organic
C00703,13185.085934616123,0.0009611826624297,0.9994318484926586,13197.771403672044,1,high,High Engagement,44,male,Bangalore,ads
C00704,13159.628228686826,3.9506766512564606e-08,0.9999898743291258,13159.628748581206,1,low,Medium Engagement,30,male,Delhi,referral
C00705,13151.14272038694,8.345913904690004e-07,0.9999838569032744,13151.15369622659,1,medium,High Engagement,27,female,Kolkata,referral
C00706,13039.13299041252,0.0005825416896685,0.9994875359214896,13046.733256448388,1,medium,High Engagement,18,male,Delhi,ads
C00707,13010.729518406151,1.8046578208774933e-07,0.999996965210422,13010.731866398057,1,medium,High Engagement,25,male,Bhubaneswar,organic
C00708,13005.770617114964,0.0005064677639482,0.9993525120142506,13012.36095847329,1,low,High Engagement,25,male,Delhi,organic
C00709,13000.83850864422,0.0037047786629609,0.9977452919493284,13049.18284280934,1,high,High Engagement,36,male,Hyderabad,ads
C00710,12975.042663195076,3.154926461897205e-06,0.9999784667781292,12975.083598629666,1,high,High Engagement,28,male,Pune,ads
C00711,12971.32702674928,0.0001910184196806,0.9998629679483472,12973.805262527772,1,medium,High Engagement,56,female,Jaipur,organic
C00712,12969.292931799422,0.0003096505586126,0.9996608222993498,12973.310124526535,1,medium,High Engagement,24,male,Mumbai,organic
C00713,12957.816418937486,1.121895157964492e-06,0.9999915847939792,12957.830956265294,1,medium,High Engagement,49,male,Kolkata,referral
C00714,12888.6386199589,1.0589106925911766e-09,0.9999980097156,12888.63863360682,1,medium,High Engagement,37,male,Bangalore,referral
C00715,12865.463667633874,6.1481006156264e-06,0.9999725507152644,12865.542766285276,1,medium,High Engagement,43,female,Ahmedabad,ads
C00716,12853.51780486378,0.0014539014339352,0.9984415349857512,12872.232762535175,1,low,High Engagement,42,female,Pune,organic
C00717,12848.664601616816,0.0529189553686877,0.9847856785250392,13566.59461663986,1,medium,High Engagement,18,female,Mumbai,organic
C00718,12779.07145429476,0.0003587406644195,0.9989051074232872,12783.657472070005,1,high,High Engagement,34,female,Hyderabad,organic
C00719,12778.557676413377,1.9156390466979733e-15,0.9999999987561748,12778.557676413398,1,medium,High Engagement,32,female,Ahmedabad,ads
C00720,12742.28025740135,1.300759217188493e-15,0.9999999961764234,12742.280257401366,1,low,Low Engagement,23,male,Bangalore,organic
C00721,12732.72055734088,2.782293590118741e-06,0.9998887279467004,12732.755983606236,1,medium,High Engagement,39,male,Hyderabad,referral
C00722,12678.98542816404,1.375120923786076e-06,0.9999609047550574,12679.00286332617,1,low,High Engagement,52,male,Bangalore,referral
C00723,12631.67349078179,0.0132390793646588,0.9910449257058752,12801.14891725616,1,high,High Engagement,18,male,Bangalore,organic
C00724,12611.157367630569,0.0891548577704445,0.9843357161694436,13845.555938039184,1,medium,High Engagement,29,male,Kolkata,ads
C00725,12595.687663287494,0.0485246014394141,0.9939705205714188,13238.0592102986,1,high,High Engagement,22,female,Ahmedabad,ads
C00726,12592.098489265654,0.001168232580357,0.9987839017900564,12606.826194360803,1,medium,High Engagement,35,male,Bhubaneswar,referral
C00727,12591.545404367074,2.8998140579371963e-08,0.9999931034203536,12591.545769498489,1,low,High Engagement,31,female,Delhi,referral
C00728,12586.843348487631,0.0003099472337886,0.9997399739909962,12590.745815324426,1,low,Low Engagement,28,female,Delhi,organic
C00729,12574.60844579358,0.0184139035602125,0.992545487979764,12810.499752799762,1,medium,High Engagement,41,other,Pune,organic
C00730,12558.785762288764,0.0003220548691913,0.9994357123381908,12562.831683403236,1,medium,High Engagement,51,male,Bangalore,ads
C00731,12546.360962557465,0.0007974567758905,0.9984642293462366,12556.3741281866,1,low,High Engagement,61,female,Pune,ads
C00732,12536.145993424198,2.963935198025726e-10,0.9999999261386212,12536.145997139827,1,medium,High Engagement,27,female,Ahmedabad,organic
C00733,12512.044341671954,0.0006780268547347,0.9989421126110388,12520.533599688151,1,high,High Engagement,18,female,Bangalore,ads
C00734,12490.110794197872,2.6595890382107144e-06,0.9999819321078822,12490.144012847975,1,medium,High Engagement,40,female,Bangalore,ads
C00735,12482.486129360475,0.000954106465167,0.9964682614963573,12494.40712397589,1,medium,High Engagement,51,female,Mumbai,organic
C00736,12473.684714386403,3.71728778143762e-05,0.9999865121040364,12474.14841438125,1,medium,High Engagement,43,male,Jaipur,referral
C00737,12444.578151138692,0.0003469269134846,0.9963612192303276,12448.89700855416,1,medium,High Engagement,51,male,Delhi,organic
C00738,12425.37620423068,0.0028287059675567,0.997442239273342,12460.623644693904,1,medium,High Engagement,32,male,Ahmedabad,ads
C00739,12401.39450679845,0.0001766865166747,0.9984140907589536,12403.586053212468,1,medium,High Engagement,28,female,Hyderabad,ads
C00740,12391.068732441088,5.710535002454986e-06,0.9999814255645714,12391.13949247688,1,high,High Engagement,36,male,Hyderabad,organic
C00741,12365.667209210906,3.885095325673871e-06,0.9999910381858436,12365.715251193427,1,medium,High Engagement,31,male,Bhubaneswar,ads
C00742,12327.083956449898,0.0012019990730564,0.9961100957167724,12341.918931565377,1,low,High Engagement,41,female,Chennai,ads
C00743,12314.556741423568,0.0014867815459249,0.999650965557369,12332.8930592319,1,medium,High Engagement,44,male,Ahmedabad,referral
C00744,12287.003565128758,0.0001891040650586,0.9998700068381547,12289.327526920935,1,medium,High Engagement,45,female,Chennai,organic
C00745,12272.421611122552,8.525347326136004e-07,0.9999962476035906,12272.432073797148,1,low,Medium Engagement,40,female,Mumbai,ads
C00746,12232.478506137048,0.0005669178224893,0.9992899722957672,12239.417249912904,1,low,Medium Engagement,37,male,Hyderabad,ads
C00747,12201.73803325628,0.0025525598364801,0.9955970684061618,12232.963404323284,1,medium,High Engagement,42,male,Ahmedabad,ads
C00748,12190.668034043716,0.0004806264375056,0.9981211908185204,12196.530008811782,1,high,High Engagement,18,female,Bangalore,referral
C00749,12181.338760915249,0.1569296242595827,0.9513412375432948,14448.780447560051,1,low,Medium Engagement,37,other,Jaipur,organic
C00750,12168.52629126044,9.725904390848785e-05,0.9995459887871512,12169.709905610502,1,low,High Engagement,35,female,Kolkata,organic
C00752,12132.625749917934,0.0230131855184164,0.9958067123861488,12418.412991945896,1,low,Low Engagement,34,male,Bhubaneswar,organic
C00753,12106.165835749392,0.0279793646634097,0.9881959496740726,12454.638714081704,1,medium,High Engagement,39,male,Hyderabad,referral
C00754,12105.025232159294,7.405720491528464e-06,0.9995650690835898,12105.114879256607,1,medium,High Engagement,29,female,Pune,ads
C00755,12045.271230651362,0.0156546500062135,0.9886279661477708,12236.834593394884,1,high,High Engagement,46,male,Pune,ads
C00756,12043.856150400788,2.4521242027885056e-05,0.9999782461764904,12044.151487954445,1,medium,High Engagement,39,male,Kolkata,referral
C00757,12029.574415669547,2.1105584028915257e-06,0.9999207584100585,12029.5998048425,1,medium,High Engagement,36,female,Hyderabad,ads
C00758,12018.605685026425,0.0067293694166239,0.9976900044470272,12100.031265363756,1,medium,High Engagement,28,male,Ahmedabad,ads
C00759,12009.895003083057,0.0007068743832392,0.9993654173800824,12018.390495452057,1,medium,High Engagement,43,male,Bangalore,organic
C00760,11983.84026788949,2.2247057339025704e-05,0.9999452138325738,11984.106879002386,1,low,Medium Engagement,37,female,Bhubaneswar,organic
C00761,11979.88514190017,9.15670059914662e-07,0.9999806392701212,11979.89611153236,1,medium,High Engagement,27,female,Pune,organic
C00762,11945.490061450437,7.50483266829444e-05,0.9999259004906764,11946.386617776006,1,medium,High Engagement,34,female,Kolkata,ads
C00763,11940.42665168078,0.0010039066723102,0.9996504348167652,11952.425771663246,1,high,High Engagement,41,female,Jaipur,ads
C00764,11920.473844868437,0.001485864513186,0.9940242453833807,11938.21241104088,1,medium,High Engagement,40,female,Bangalore,organic
C00765,11909.948705306004,8.786537759391415e-06,0.9999608878040774,11910.05335343951,1,low,High Engagement,39,female,Pune,ads
C00766,11894.858619359817,9.665663094323583e-06,0.9999558373795407,11894.973592167073,1,medium,High Engagement,35,female,Jaipur,organic
C00767,11879.544965366493,0.0479572943110191,0.9821856672767582,12477.953871585436,1,low,Medium Engagement,45,female,Ahmedabad,referral
C00768,11862.169459594366,1.7832232387161824e-06,0.999986036714108,11862.19061252833,1,medium,High Engagement,47,female,Jaipur,organic
C00769,11857.01986707826,1.5779757540550785e-07,0.9999857249569094,11857.021738087542,1,medium,High Engagement,42,female,Bangalore,referral
C00770,11831.82619748324,0.2085452385069617,0.7545576627325136,14949.466189530673,1,medium,High Engagement,29,female,Jaipur,ads
C00771,11809.759009384024,0.1153367123461054,0.90853536550631,13349.43946945421,1,medium,High Engagement,24,male,Ahmedabad,ads
C00772,11789.347623706688,2.540192865796738e-05,0.9999744933047984,11789.647103481311,1,low,Medium Engagement,29,male,Bhubaneswar,organic
C00773,11778.295200084343,1.364937166690298e-05,0.9996866090658564,11778.45596860752,1,medium,High Engagement,54,female,Bangalore,referral
C00774,11720.602327225675,0.0454450204288325,0.9215873914545848,12278.603724314698,1,low,Medium Engagement,37,male,Bhubaneswar,organic
C00775,11665.88164048509,0.1420096747596066,0.956248582148877,13596.751964792284,1,medium,High Engagement,56,male,Kolkata,ads
C00776,11660.971012170228,0.0130906291817869,0.9963898780133996,11815.645242584444,1,low,Medium Engagement,33,female,Hyderabad,referral
C00777,11630.406406510012,0.0014459739514788,0.9988082053970128,11647.24802375878,1,high,High Engagement,32,male,Jaipur,referral
C00778,11623.41260127329,0.2586904465672034,0.6092469857564181,15679.566717369997,1,low,High Engagement,34,female,Mumbai,ads
C00779,11597.100413914812,2.9059931806277662e-06,0.9999939209249564,11597.134115107465,1,medium,High Engagement,34,female,Bhubaneswar,referral
C00780,11574.508972568065,1.8742077065442574e-05,0.9992808093027798,11574.725906973024,1,medium,High Engagement,27,male,Ahmedabad,ads
C00781,11487.13706644612,0.0001551972563129,0.999873817407622,11488.920115326018,1,medium,High Engagement,23,male,Pune,organic
C00782,11460.632716073163,0.2654322484428694,0.6789184963503432,15601.872927009132,1,low,Medium Engagement,40,male,Bhubaneswar,ads
C00783,11445.64283455044,0.0035052883526049,0.997988835676955,11485.904240905222,1,high,High Engagement,45,male,Pune,organic
C00784,11431.62602170871,1.1063414595792919e-10,0.9999994607483464,11431.626022973438,1,medium,High Engagement,59,male,Jaipur,organic
C00785,11413.57557669814,0.0012038086036407,0.9994375578474444,11427.331897152591,1,low,High Engagement,30,male,Kolkata,ads
C00786,11408.782337802788,0.0032436672100019,0.999009860801593,11445.90905770192,1,medium,High Engagement,31,female,Delhi,ads
C00787,11381.468627988905,3.4589122884605523e-06,0.9999888998624574,11381.507995626773,1,high,High Engagement,27,male,Bangalore,organic
C00788,11371.362201705402,0.0064832991903223,0.9945499751597306,11445.56723851565,1,medium,High Engagement,46,female,Pune,referral
C00789,11281.828581922076,1.1487126638850907e-05,0.9999784298076668,11281.958179204416,1,medium,High Engagement,43,female,Pune,organic
C00790,11275.652123147122,0.0043583859747989,0.9977581491681732,11325.01089178231,1,low,High Engagement,26,male,Bangalore,referral
C00791,11238.038812815808,8.833599099554095e-06,0.9999940458482726,11238.138086022283,1,low,Low Engagement,25,male,Delhi,referral
C00792,11216.25102518639,3.405968576108389e-06,0.9999915769475116,11216.28922751504,1,medium,High Engagement,44,male,Jaipur,referral
C00793,11192.348466145982,7.586139241430973e-05,0.9997181190622568,11193.197597701312,1,low,Medium Engagement,38,female,Ahmedabad,referral
C00794,11187.740731119597,0.0164966061434098,0.9949844611859688,11375.396161318118,1,medium,High Engagement,42,female,Hyderabad,organic
C00795,11146.42568680014,7.589530382361563e-05,0.9997667224583822,11147.271712373557,1,high,High Engagement,26,male,Pune,ads
C00796,11107.551689095664,0.0087184006407847,0.9762907355721542,11205.243491128873,1,medium,High Engagement,18,female,Delhi,organic
C00797,11062.316046863958,3.973284681254606e-05,0.9999300904821494,11062.755601637602,1,medium,High Engagement,26,other,Delhi,organic
C00798,11047.21756348005,2.7808016948764754e-05,0.9999692042974988,11047.524773236186,1,high,High Engagement,41,female,Kolkata,ads
C00799,10939.315415035218,1.5447420265011132e-05,0.9999373320385566,10939.484401848256,1,low,Medium Engagement,56,female,Pune,organic
C00800,10854.312474775215,2.178452893757767e-09,0.9999996097153644,10854.312498420824,1,low,Medium Engagement,30,male,Bhubaneswar,referral
C00801,10825.106132865922,0.2277747178071062,0.7944813623908985,14018.06750243373,1,medium,High Engagement,57,male,Jaipur,referral
C00802,10807.29149252962,6.390166096207087e-06,0.9999897702476964,10807.360553358618,1,medium,High Engagement,43,female,Ahmedabad,organic
C00803,10781.954701520555,2.202378307661426e-06,0.9999971449427866,10781.978447516,1,low,Medium Engagement,21,female,Delhi,ads
C00804,10723.59243886966,0.0022156062538873,0.9990072385927884,10747.404455394088,1,low,Low Engagement,37,female,Kolkata,ads
C00805,10673.8754806283,0.0379135739416739,0.9875828691570064,11094.507927275548,1,low,High Engagement,43,male,Kolkata,referral
C00806,10670.885146740167,2.360605873216041e-08,0.9999925690654864,10670.885398637714,1,medium,High Engagement,18,female,Bangalore,ads
C00807,10656.059881413526,4.330258173575264e-05,0.9999418990474462,10656.521336299713,1,low,Low Engagement,41,female,Pune,organic
C00808,10652.145219831971,0.0085922701057586,0.9964551566097052,10744.464561486013,1,medium,High Engagement,46,male,Delhi,ads
C00809,10628.057062176971,0.0008980760077428,0.9969509043459815,10637.61044489725,1,medium,High Engagement,38,male,Ahmedabad,ads
C00810,10594.974793228244,0.0001051323008423,0.9998421475876506,10596.08878442208,1,high,High Engagement,34,female,Bhubaneswar,referral
C00811,10496.398339752164,0.0006747832362637,0.9970206174892084,10503.485915970594,1,high,High Engagement,33,male,Mumbai,organic
C00812,10461.397630385636,4.7753003491923576e-05,0.9999383244942605,10461.89721739999,1,medium,High Engagement,32,male,Mumbai,organic
C00813,10457.280530310734,0.0043316105419134,0.998083455776226,10502.774458876142,1,medium,High Engagement,23,male,Bhubaneswar,referral
C00814,10437.115519954112,0.0005571195502049,0.9992286363507612,10442.933482358623,1,high,High Engagement,28,female,Delhi,referral
C00815,10431.799491775231,0.0669102690358909,0.9851174715974104,11179.845995086283,1,low,High Engagement,30,female,Pune,referral
C00816,10421.133446788634,0.0096568959176328,0.9969671401377737,10522.75055365247,1,high,High Engagement,36,male,Ahmedabad,ads
C00817,10392.178435195709,0.0324691800698488,0.9747415280856608,10740.927545797404,1,medium,High Engagement,29,female,Bangalore,ads
C00818,10290.15566325622,2.5441352838435628e-06,0.9999880170080075,10290.181842870925,1,medium,High Engagement,26,female,Pune,ads
C00819,10242.099708812028,0.1462833224642832,0.8901771595011367,11997.071134156837,1,low,High Engagement,42,male,Hyderabad,organic
C00820,10231.248233858068,0.0017528556838579,0.9996275642247484,10249.213626217856,1,medium,High Engagement,38,female,Pune,ads
C00821,10146.661308022964,0.0235732463290068,0.9886950752366054,10391.625659452056,1,high,High Engagement,29,female,Pune,organic
C00822,10140.408518540167,0.1887130830583237,0.763838819276836,12499.16436070072,1,medium,High Engagement,40,female,Jaipur,organic
C00823,9976.644625052064,0.0415249922124585,0.9807651357087732,10408.87299511467,1,low,Medium Engagement,30,male,Delhi,referral
C00824,9886.510186611364,0.7699952128680541,0.4801720088143453,42983.932247200624,1,low,Medium Engagement,35,female,Bangalore,organic
C00825,9881.813378302051,0.0652982264060611,0.977448288747888,10572.156443339536,1,medium,High Engagement,44,male,Jaipur,referral
C00826,9788.385227611518,0.1345448691723333,0.8755900178675339,11310.10133159708,1,medium,High Engagement,28,male,Delhi,organic
C00827,9710.330785833032,3.20038962084933e-05,0.9999596144126026,9710.641564197773,1,low,Medium Engagement,23,female,Chennai,organic
C00828,9685.811677698664,0.5865024198459514,0.5161423139649162,23424.10728036235,1,high,High Engagement,33,female,Bangalore,ads
C00829,9637.791633067856,0.0311093257807857,0.989370881882544,9947.243677244103,1,medium,High Engagement,21,female,Delhi,ads
C00830,9597.603801187122,0.0400898522301262,0.9824670821450404,9998.4397742694,1,medium,High Engagement,32,male,Mumbai,ads
C00831,9578.42044742384,0.0005823026129468,0.9997632517483463,9584.001236386275,1,high,High Engagement,32,male,Jaipur,referral
C00832,9573.056312150342,0.0007105029054692,0.999645510246706,9579.86283252685,1,medium,High Engagement,18,female,Chennai,organic
C00833,9560.030574266048,0.0007451206626563,0.9963477453901788,9567.159262315325,1,medium,High Engagement,40,male,Bangalore,referral
C00834,9552.164996315396,0.1008424228063119,0.9601806658287452,10623.460490794218,1,medium,High Engagement,33,male,Hyderabad,organic
C00835,9548.66846174792,2.0231232808678267e-05,0.9999578084299928,9548.861646990958,1,low,High Engagement,46,female,Ahmedabad,referral
C00836,9532.52921230156,0.0013394957805118,0.9995069947435355,9545.31512163064,1,medium,High Engagement,37,female,Hyderabad,ads
C00837,9530.92064518514,2.647293111523965e-05,0.9999393492178094,9531.172963270445,1,low,Medium Engagement,42,female,Mumbai,referral
