customer_id,recency_days,frequency,monetary,avg_order_value,total_interactions,last_interaction_days,interaction_types_count,engagement_segment,has_purchased,engaged_not_purchased,purchase_frequency_rate,interaction_purchase_ratio,customer_segment,location,acquisition_channel,age,gender
C05918,522,0,0.0,0.0,0,522,0,No Interaction,0,0,0,0,medium,Hyderabad,referral,33,male
C07426,653,0,0.0,0.0,0,653,0,No Interaction,0,0,0,0,medium,Hyderabad,referral,21,male
C03874,134,0,0.0,0.0,0,134,0,No Interaction,0,0,0,0,low,Jaipur,organic,47,female
C02094,367,0,0.0,0.0,0,367,0,No Interaction,0,0,0,0,low,Kolkata,ads,28,male
C02981,712,0,0.0,0.0,0,712,0,No Interaction,0,0,0,0,medium,Jaipur,organic,25,male
C02324,510,0,0.0,0.0,0,510,0,No Interaction,0,0,0,0,high,Bhubaneswar,organic,23,male
C03929,241,0,0.0,0.0,0,241,0,No Interaction,0,0,0,0,high,Mumbai,ads,23,female
C01913,523,0,0.0,0.0,0,523,0,No Interaction,0,0,0,0,high,Pune,ads,41,female
C02284,421,0,0.0,0.0,0,421,0,No Interaction,0,0,0,0,medium,Mumbai,organic,35,male
C01936,397,0,0.0,0.0,0,397,0,No Interaction,0,0,0,0,low,Ahmedabad,ads,33,female
C03726,611,0,0.0,0.0,0,611,0,No Interaction,0,0,0,0,medium,Delhi,ads,28,male
C06727,742,0,0.0,0.0,0,742,0,No Interaction,0,0,0,0,medium,Bangalore,ads,29,female
C07040,385,0,0.0,0.0,0,385,0,No Interaction,0,0,0,0,low,Chennai,ads,39,female
C03460,301,0,0.0,0.0,0,301,0,No Interaction,0,0,0,0,low,Delhi,organic,38,other
C06698,739,0,0.0,0.0,0,739,0,No Interaction,0,0,0,0,low,Kolkata,ads,24,male
C07657,428,0,0.0,0.0,0,428,0,No Interaction,0,0,0,0,medium,Jaipur,ads,37,female
C06289,229,0,0.0,0.0,0,229,0,No Interaction,0,0,0,0,low,Bangalore,referral,33,female
C07093,341,0,0.0,0.0,0,341,0,No Interaction,0,0,0,0,medium,Kolkata,referral,25,female
C01809,655,0,0.0,0.0,0,655,0,No Interaction,0,0,0,0,medium,Mumbai,ads,29,male
C04215,338,0,0.0,0.0,0,338,0,No Interaction,0,0,0,0,medium,Jaipur,organic,46,male
C03980,650,0,0.0,0.0,0,650,0,No Interaction,0,0,0,0,medium,Mumbai,ads,22,male
C01964,324,0,0.0,0.0,0,324,0,No Interaction,0,0,0,0,low,Jaipur,ads,50,female
C03566,145,0,0.0,0.0,0,145,0,No Interaction,0,0,0,0,low,Bangalore,referral,40,male
C06162,303,0,0.0,0.0,0,303,0,No Interaction,0,0,0,0,medium,Delhi,organic,38,male
C06573,268,0,0.0,0.0,0,268,0,No Interaction,0,0,0,0,medium,Pune,referral,23,male
C07294,424,0,0.0,0.0,0,424,0,No Interaction,0,0,0,0,medium,Bangalore,organic,33,female
C04362,753,0,0.0,0.0,0,753,0,No Interaction,0,0,0,0,low,Jaipur,organic,42,female
C05862,313,0,0.0,0.0,0,313,0,No Interaction,0,0,0,0,medium,Pune,referral,34,female
C05871,255,0,0.0,0.0,0,255,0,No Interaction,0,0,0,0,medium,Hyderabad,ads,36,male
C02144,470,0,0.0,0.0,0,470,0,No Interaction,0,0,0,0,low,Pune,organic,41,male
C01842,411,0,0.0,0.0,0,411,0,No Interaction,0,0,0,0,medium,Jaipur,ads,36,male
C02954,611,0,0.0,0.0,0,611,0,No Interaction,0,0,0,0,low,Chennai,referral,32,female
C02058,440,0,0.0,0.0,0,440,0,No Interaction,0,0,0,0,low,Jaipur,referral,32,female
C03390,242,0,0.0,0.0,0,242,0,No Interaction,0,0,0,0,low,Kolkata,referral,37,male
C03481,801,0,0.0,0.0,0,801,0,No Interaction,0,0,0,0,medium,Hyderabad,organic,49,female
C05846,576,0,0.0,0.0,0,576,0,No Interaction,0,0,0,0,medium,Bangalore,organic,38,male
C07080,583,0,0.0,0.0,0,583,0,No Interaction,0,0,0,0,low,Chennai,organic,43,female
C05580,700,0,0.0,0.0,0,700,0,No Interaction,0,0,0,0,medium,Kolkata,ads,47,female
C04473,248,0,0.0,0.0,0,248,0,No Interaction,0,0,0,0,low,Mumbai,organic,46,female
C06315,232,0,0.0,0.0,0,232,0,No Interaction,0,0,0,0,medium,Pune,organic,22,female
C07819,584,0,0.0,0.0,0,584,0,No Interaction,0,0,0,0,medium,Bhubaneswar,organic,40,female
C05917,795,0,0.0,0.0,0,795,0,No Interaction,0,0,0,0,medium,Mumbai,ads,37,female
C06923,377,0,0.0,0.0,0,377,0,No Interaction,0,0,0,0,medium,Jaipur,ads,46,male
C05638,510,0,0.0,0.0,0,510,0,No Interaction,0,0,0,0,low,Hyderabad,ads,24,female
C01286,94,0,0.0,0.0,0,94,0,No Interaction,0,0,0,0,medium,Pune,ads,34,male
C06033,343,0,0.0,0.0,0,343,0,No Interaction,0,0,0,0,low,Delhi,organic,42,male
C07071,553,0,0.0,0.0,0,553,0,No Interaction,0,0,0,0,low,Hyderabad,organic,39,male
C01367,314,0,0.0,0.0,0,314,0,No Interaction,0,0,0,0,low,Chennai,ads,29,male
C03552,242,0,0.0,0.0,0,242,0,No Interaction,0,0,0,0,high,Mumbai,ads,36,female
C06869,275,0,0.0,0.0,0,275,0,No Interaction,0,0,0,0,medium,Bhubaneswar,organic,28,female
C04642,408,0,0.0,0.0,0,408,0,No Interaction,0,0,0,0,medium,Ahmedabad,organic,26,male
C02972,208,0,0.0,0.0,0,208,0,No Interaction,0,0,0,0,medium,Chennai,ads,44,female
C04547,205,0,0.0,0.0,0,205,0,No Interaction,0,0,0,0,high,Jaipur,ads,26,female
C06772,408,0,0.0,0.0,0,408,0,No Interaction,0,0,0,0,medium,Kolkata,organic,38,male
C06695,689,0,0.0,0.0,0,689,0,No Interaction,0,0,0,0,high,Bhubaneswar,organic,38,male
C04714,117,0,0.0,0.0,0,117,0,No Interaction,0,0,0,0,medium,Chennai,ads,23,male
C05550,584,0,0.0,0.0,0,584,0,No Interaction,0,0,0,0,low,Kolkata,organic,19,male
C06260,807,0,0.0,0.0,0,807,0,No Interaction,0,0,0,0,medium,Ahmedabad,organic,39,male
C07280,227,0,0.0,0.0,0,227,0,No Interaction,0,0,0,0,low,Pune,referral,24,female
C05346,584,0,0.0,0.0,0,584,0,No Interaction,0,0,0,0,medium,Mumbai,referral,60,female
C06607,486,0,0.0,0.0,0,486,0,No Interaction,0,0,0,0,medium,Jaipur,referral,25,male
C01488,462,0,0.0,0.0,0,462,0,No Interaction,0,0,0,0,low,Mumbai,ads,43,male
C03413,113,0,0.0,0.0,0,113,0,No Interaction,0,0,0,0,high,Bhubaneswar,ads,18,male
C04209,368,0,0.0,0.0,0,368,0,No Interaction,0,0,0,0,low,Kolkata,ads,38,female
C02684,188,0,0.0,0.0,0,188,0,No Interaction,0,0,0,0,medium,Pune,organic,41,female
C02270,273,0,0.0,0.0,0,273,0,No Interaction,0,0,0,0,medium,Ahmedabad,ads,25,other
C06804,283,0,0.0,0.0,0,283,0,No Interaction,0,0,0,0,high,Bhubaneswar,ads,46,female
C07916,218,0,0.0,0.0,0,218,0,No Interaction,0,0,0,0,low,Chennai,referral,30,male
C02036,674,0,0.0,0.0,0,674,0,No Interaction,0,0,0,0,medium,Kolkata,ads,46,female
C05681,662,0,0.0,0.0,0,662,0,No Interaction,0,0,0,0,low,Mumbai,organic,36,female
C05906,168,0,0.0,0.0,0,168,0,No Interaction,0,0,0,0,high,Chennai,ads,18,male
C06389,382,0,0.0,0.0,0,382,0,No Interaction,0,0,0,0,high,Pune,organic,18,female
C05500,817,0,0.0,0.0,0,817,0,No Interaction,0,0,0,0,medium,Jaipur,referral,51,female
C06019,325,0,0.0,0.0,0,325,0,No Interaction,0,0,0,0,medium,Jaipur,organic,38,female
C01439,449,0,0.0,0.0,0,449,0,No Interaction,0,0,0,0,high,Delhi,ads,28,female
C07369,143,0,0.0,0.0,0,143,0,No Interaction,0,0,0,0,medium,Pune,organic,36,female
C04072,114,0,0.0,0.0,0,114,0,No Interaction,0,0,0,0,low,Mumbai,ads,42,male
C05142,665,0,0.0,0.0,0,665,0,No Interaction,0,0,0,0,medium,Chennai,ads,42,male
C05190,500,0,0.0,0.0,0,500,0,No Interaction,0,0,0,0,low,Pune,ads,20,female
C05479,317,0,0.0,0.0,0,317,0,No Interaction,0,0,0,0,low,Delhi,organic,38,female
C03381,617,0,0.0,0.0,0,617,0,No Interaction,0,0,0,0,medium,Chennai,ads,54,female
C05584,291,0,0.0,0.0,0,291,0,No Interaction,0,0,0,0,low,Bangalore,referral,26,male
C07993,573,0,0.0,0.0,0,573,0,No Interaction,0,0,0,0,medium,Ahmedabad,organic,40,male
C03581,136,0,0.0,0.0,0,136,0,No Interaction,0,0,0,0,low,Bangalore,referral,36,male
C07938,240,0,0.0,0.0,0,240,0,No Interaction,0,0,0,0,medium,Delhi,ads,36,male
C03020,345,0,0.0,0.0,0,345,0,No Interaction,0,0,0,0,high,Ahmedabad,ads,50,male
C01565,626,0,0.0,0.0,0,626,0,No Interaction,0,0,0,0,medium,Kolkata,organic,39,female
C02476,257,0,0.0,0.0,0,257,0,No Interaction,0,0,0,0,high,Bangalore,ads,39,male
C04144,95,0,0.0,0.0,0,95,0,No Interaction,0,0,0,0,medium,Ahmedabad,ads,31,female
C07755,669,0,0.0,0.0,0,669,0,No Interaction,0,0,0,0,low,Jaipur,organic,50,male
C03988,666,0,0.0,0.0,0,666,0,No Interaction,0,0,0,0,low,Kolkata,organic,46,female
C07200,555,0,0.0,0.0,0,555,0,No Interaction,0,0,0,0,high,Mumbai,organic,38,male
C02796,639,0,0.0,0.0,0,639,0,No Interaction,0,0,0,0,high,Hyderabad,ads,38,female
C06690,291,0,0.0,0.0,0,291,0,No Interaction,0,0,0,0,high,Pune,ads,28,female
C04529,745,0,0.0,0.0,0,745,0,No Interaction,0,0,0,0,medium,Ahmedabad,organic,50,male
C02722,659,0,0.0,0.0,0,659,0,No Interaction,0,0,0,0,medium,Pune,referral,34,female
C04653,437,0,0.0,0.0,0,437,0,No Interaction,0,0,0,0,medium,Bangalore,ads,30,male
C04020,739,0,0.0,0.0,0,739,0,No Interaction,0,0,0,0,medium,Hyderabad,organic,30,male
C06416,667,0,0.0,0.0,0,667,0,No Interaction,0,0,0,0,medium,Ahmedabad,ads,54,female
C07136,299,0,0.0,0.0,0,299,0,No Interaction,0,0,0,0,medium,Chennai,referral,24,male
C07960,585,0,0.0,0.0,0,585,0,No Interaction,0,0,0,0,high,Mumbai,referral,36,female
C06074,568,0,0.0,0.0,0,568,0,No Interaction,0,0,0,0,medium,Mumbai,organic,19,male
C06790,253,0,0.0,0.0,0,253,0,No Interaction,0,0,0,0,medium,Hyderabad,organic,30,female
C05775,185,0,0.0,0.0,0,185,0,No Interaction,0,0,0,0,low,Bhubaneswar,organic,37,male
C03309,434,0,0.0,0.0,0,434,0,No Interaction,0,0,0,0,high,Kolkata,organic,43,female
C07829,270,0,0.0,0.0,0,270,0,No Interaction,0,0,0,0,high,Kolkata,referral,38,female
C01966,265,0,0.0,0.0,0,265,0,No Interaction,0,0,0,0,low,Ahmedabad,organic,23,female
C04861,773,0,0.0,0.0,0,773,0,No Interaction,0,0,0,0,medium,Bhubaneswar,ads,33,male
C02700,594,0,0.0,0.0,0,594,0,No Interaction,0,0,0,0,low,Bangalore,ads,44,male
C05940,493,0,0.0,0.0,0,493,0,No Interaction,0,0,0,0,medium,Bhubaneswar,referral,27,male
C02024,702,0,0.0,0.0,0,702,0,No Interaction,0,0,0,0,high,Hyderabad,ads,44,female
C03217,389,0,0.0,0.0,0,389,0,No Interaction,0,0,0,0,high,Delhi,ads,36,male
C04262,624,0,0.0,0.0,0,624,0,No Interaction,0,0,0,0,medium,Bhubaneswar,organic,39,male
C03191,329,0,0.0,0.0,0,329,0,No Interaction,0,0,0,0,medium,Ahmedabad,ads,35,female
C07300,455,0,0.0,0.0,0,455,0,No Interaction,0,0,0,0,medium,Chennai,ads,38,female
C04156,332,0,0.0,0.0,0,332,0,No Interaction,0,0,0,0,low,Ahmedabad,ads,45,female
C03412,175,0,0.0,0.0,0,175,0,No Interaction,0,0,0,0,medium,Chennai,organic,24,male
C04040,160,0,0.0,0.0,0,160,0,No Interaction,0,0,0,0,medium,Delhi,ads,18,female
C06525,606,0,0.0,0.0,0,606,0,No Interaction,0,0,0,0,high,Mumbai,ads,49,female
C01838,613,0,0.0,0.0,0,613,0,No Interaction,0,0,0,0,medium,Mumbai,organic,18,male
C06409,806,0,0.0,0.0,0,806,0,No Interaction,0,0,0,0,medium,Bhubaneswar,referral,28,male
C05987,473,0,0.0,0.0,0,473,0,No Interaction,0,0,0,0,high,Kolkata,organic,42,female
C07242,478,0,0.0,0.0,0,478,0,No Interaction,0,0,0,0,medium,Bhubaneswar,ads,23,male
C01413,284,0,0.0,0.0,0,284,0,No Interaction,0,0,0,0,low,Bangalore,organic,43,other
C02540,330,0,0.0,0.0,0,330,0,No Interaction,0,0,0,0,medium,Mumbai,organic,22,female
C07646,291,0,0.0,0.0,0,291,0,No Interaction,0,0,0,0,medium,Pune,ads,41,female
C02073,366,0,0.0,0.0,0,366,0,No Interaction,0,0,0,0,low,Mumbai,organic,33,female
C06016,171,0,0.0,0.0,0,171,0,No Interaction,0,0,0,0,low,Bhubaneswar,referral,35,female
C06647,728,0,0.0,0.0,0,728,0,No Interaction,0,0,0,0,medium,Kolkata,organic,43,female
C05978,454,0,0.0,0.0,0,454,0,No Interaction,0,0,0,0,low,Hyderabad,referral,47,male
C07679,542,0,0.0,0.0,0,542,0,No Interaction,0,0,0,0,medium,Bangalore,referral,26,male
C06773,322,0,0.0,0.0,0,322,0,No Interaction,0,0,0,0,low,Pune,organic,18,female
C07230,134,0,0.0,0.0,0,134,0,No Interaction,0,0,0,0,medium,Jaipur,ads,50,female
C04321,591,0,0.0,0.0,0,591,0,No Interaction,0,0,0,0,medium,Jaipur,referral,28,female
C05925,386,0,0.0,0.0,0,386,0,No Interaction,0,0,0,0,low,Ahmedabad,ads,41,female
C07011,413,0,0.0,0.0,0,413,0,No Interaction,0,0,0,0,medium,Hyderabad,organic,45,female
C05521,405,0,0.0,0.0,0,405,0,No Interaction,0,0,0,0,low,Chennai,organic,36,male
C06904,789,0,0.0,0.0,0,789,0,No Interaction,0,0,0,0,medium,Bangalore,ads,42,female
C04432,434,0,0.0,0.0,0,434,0,No Interaction,0,0,0,0,medium,Pune,referral,40,female
C02049,140,0,0.0,0.0,0,140,0,No Interaction,0,0,0,0,low,Ahmedabad,organic,43,female
C05095,574,0,0.0,0.0,0,574,0,No Interaction,0,0,0,0,medium,Bhubaneswar,organic,26,male
C05894,346,0,0.0,0.0,0,346,0,No Interaction,0,0,0,0,high,Jaipur,referral,41,female
C03302,737,0,0.0,0.0,0,737,0,No Interaction,0,0,0,0,low,Bhubaneswar,referral,25,male
C06667,496,0,0.0,0.0,0,496,0,No Interaction,0,0,0,0,medium,Bhubaneswar,referral,22,female
C04672,186,0,0.0,0.0,0,186,0,No Interaction,0,0,0,0,low,Delhi,organic,23,male
C06668,752,0,0.0,0.0,0,752,0,No Interaction,0,0,0,0,low,Hyderabad,referral,31,female
C04034,543,0,0.0,0.0,0,543,0,No Interaction,0,0,0,0,medium,Pune,ads,51,female
C07761,511,0,0.0,0.0,0,511,0,No Interaction,0,0,0,0,medium,Jaipur,ads,41,female
C06279,568,0,0.0,0.0,0,568,0,No Interaction,0,0,0,0,low,Mumbai,organic,25,female
C06383,293,0,0.0,0.0,0,293,0,No Interaction,0,0,0,0,low,Mumbai,referral,53,female
C07397,793,0,0.0,0.0,0,793,0,No Interaction,0,0,0,0,medium,Mumbai,organic,51,female
C07503,96,0,0.0,0.0,0,96,0,No Interaction,0,0,0,0,medium,Hyderabad,ads,55,female
C06202,809,0,0.0,0.0,0,809,0,No Interaction,0,0,0,0,high,Ahmedabad,organic,32,female
C07950,772,0,0.0,0.0,0,772,0,No Interaction,0,0,0,0,medium,Pune,ads,28,female
C03639,643,0,0.0,0.0,0,643,0,No Interaction,0,0,0,0,medium,Delhi,ads,37,female
C03670,496,0,0.0,0.0,0,496,0,No Interaction,0,0,0,0,low,Hyderabad,referral,18,male
C01446,662,0,0.0,0.0,0,662,0,No Interaction,0,0,0,0,high,Hyderabad,referral,35,male
C03457,607,0,0.0,0.0,0,607,0,No Interaction,0,0,0,0,medium,Delhi,organic,48,female
C07148,179,0,0.0,0.0,0,179,0,No Interaction,0,0,0,0,medium,Delhi,organic,46,male
C04226,670,0,0.0,0.0,0,670,0,No Interaction,0,0,0,0,medium,Kolkata,organic,29,female
C01465,395,0,0.0,0.0,0,395,0,No Interaction,0,0,0,0,medium,Jaipur,organic,27,female
C04306,434,0,0.0,0.0,0,434,0,No Interaction,0,0,0,0,high,Kolkata,ads,32,female
C05412,312,0,0.0,0.0,0,312,0,No Interaction,0,0,0,0,low,Hyderabad,referral,34,male
C04957,214,0,0.0,0.0,0,214,0,No Interaction,0,0,0,0,medium,Bhubaneswar,referral,18,female
C01541,300,0,0.0,0.0,0,300,0,No Interaction,0,0,0,0,medium,Ahmedabad,ads,46,male
C04750,228,0,0.0,0.0,0,228,0,No Interaction,0,0,0,0,medium,Mumbai,referral,29,male
C02251,591,0,0.0,0.0,0,591,0,No Interaction,0,0,0,0,medium,Hyderabad,organic,23,female
C04813,522,0,0.0,0.0,0,522,0,No Interaction,0,0,0,0,medium,Hyderabad,ads,46,male
C07760,133,0,0.0,0.0,0,133,0,No Interaction,0,0,0,0,high,Bangalore,referral,26,male
C05147,99,0,0.0,0.0,0,99,0,No Interaction,0,0,0,0,medium,Chennai,ads,34,female
C02965,335,0,0.0,0.0,0,335,0,No Interaction,0,0,0,0,medium,Bangalore,organic,39,male
C01768,104,0,0.0,0.0,0,104,0,No Interaction,0,0,0,0,high,Hyderabad,ads,55,female
C02544,469,0,0.0,0.0,0,469,0,No Interaction,0,0,0,0,low,Mumbai,referral,37,male
C03892,148,0,0.0,0.0,0,148,0,No Interaction,0,0,0,0,medium,Mumbai,ads,31,male
C05750,287,0,0.0,0.0,0,287,0,No Interaction,0,0,0,0,medium,Bangalore,ads,39,female
C05961,255,0,0.0,0.0,0,255,0,No Interaction,0,0,0,0,low,Delhi,ads,28,male
C06286,694,0,0.0,0.0,0,694,0,No Interaction,0,0,0,0,low,Pune,referral,42,male
C04676,615,0,0.0,0.0,0,615,0,No Interaction,0,0,0,0,low,Bangalore,organic,40,male
C07836,655,0,0.0,0.0,0,655,0,No Interaction,0,0,0,0,low,Bhubaneswar,ads,41,female
C01335,187,0,0.0,0.0,0,187,0,No Interaction,0,0,0,0,low,Ahmedabad,ads,44,male
C03462,304,0,0.0,0.0,0,304,0,No Interaction,0,0,0,0,medium,Ahmedabad,ads,18,female
C05271,310,0,0.0,0.0,0,310,0,No Interaction,0,0,0,0,high,Bhubaneswar,ads,42,female
C03361,400,0,0.0,0.0,0,400,0,No Interaction,0,0,0,0,low,Mumbai,ads,28,female
C00336,305,0,0.0,0.0,0,305,0,No Interaction,0,0,0,0,low,Chennai,organic,33,female
C07691,681,0,0.0,0.0,0,681,0,No Interaction,0,0,0,0,low,Hyderabad,organic,48,male
C01704,550,0,0.0,0.0,0,550,0,No Interaction,0,0,0,0,low,Pune,ads,25,female
C01767,757,0,0.0,0.0,0,757,0,No Interaction,0,0,0,0,medium,Delhi,organic,18,female
C05126,484,0,0.0,0.0,0,484,0,No Interaction,0,0,0,0,medium,Jaipur,ads,41,male
C02673,808,0,0.0,0.0,0,808,0,No Interaction,0,0,0,0,low,Pune,organic,36,male
C05576,100,0,0.0,0.0,0,100,0,No Interaction,0,0,0,0,low,Kolkata,ads,34,female
C05098,815,0,0.0,0.0,0,815,0,No Interaction,0,0,0,0,medium,Jaipur,ads,26,female
C04098,171,0,0.0,0.0,0,171,0,No Interaction,0,0,0,0,low,Mumbai,organic,47,female
C02202,159,0,0.0,0.0,0,159,0,No Interaction,0,0,0,0,high,Pune,organic,21,male
C05565,466,0,0.0,0.0,0,466,0,No Interaction,0,0,0,0,medium,Jaipur,ads,40,male
C07088,698,0,0.0,0.0,0,698,0,No Interaction,0,0,0,0,high,Jaipur,organic,36,male
C04829,517,0,0.0,0.0,0,517,0,No Interaction,0,0,0,0,medium,Mumbai,organic,39,female
C06337,712,0,0.0,0.0,0,712,0,No Interaction,0,0,0,0,medium,Kolkata,referral,32,female
C01921,319,0,0.0,0.0,0,319,0,No Interaction,0,0,0,0,low,Ahmedabad,ads,46,male
C03182,152,0,0.0,0.0,0,152,0,No Interaction,0,0,0,0,high,Delhi,organic,22,female
C05826,425,0,0.0,0.0,0,425,0,No Interaction,0,0,0,0,medium,Hyderabad,ads,34,male
C07687,820,0,0.0,0.0,0,820,0,No Interaction,0,0,0,0,medium,Chennai,referral,51,female
C03268,668,0,0.0,0.0,0,668,0,No Interaction,0,0,0,0,high,Hyderabad,ads,37,other
C05034,732,0,0.0,0.0,0,732,0,No Interaction,0,0,0,0,high,Jaipur,ads,23,female
C05241,513,0,0.0,0.0,0,513,0,No Interaction,0,0,0,0,medium,Jaipur,organic,18,male
C07034,660,0,0.0,0.0,0,660,0,No Interaction,0,0,0,0,medium,Hyderabad,organic,36,female
C01806,155,0,0.0,0.0,0,155,0,No Interaction,0,0,0,0,medium,Bangalore,organic,39,female
C05083,701,0,0.0,0.0,0,701,0,No Interaction,0,0,0,0,medium,Hyderabad,ads,36,male
C06816,713,0,0.0,0.0,0,713,0,No Interaction,0,0,0,0,medium,Kolkata,referral,30,female
C06549,642,0,0.0,0.0,0,642,0,No Interaction,0,0,0,0,high,Bhubaneswar,referral,25,male
C01817,504,0,0.0,0.0,0,504,0,No Interaction,0,0,0,0,medium,Bhubaneswar,ads,35,male
C01502,389,0,0.0,0.0,0,389,0,No Interaction,0,0,0,0,low,Chennai,organic,47,male
C02864,494,0,0.0,0.0,0,494,0,No Interaction,0,0,0,0,high,Chennai,referral,26,female
C04887,544,0,0.0,0.0,0,544,0,No Interaction,0,0,0,0,medium,Mumbai,organic,24,female
C05868,97,0,0.0,0.0,0,97,0,No Interaction,0,0,0,0,medium,Hyderabad,referral,24,male
C01823,405,0,0.0,0.0,0,405,0,No Interaction,0,0,0,0,medium,Bangalore,ads,38,male
C04563,187,0,0.0,0.0,0,187,0,No Interaction,0,0,0,0,medium,Pune,organic,27,female
C05875,293,0,0.0,0.0,0,293,0,No Interaction,0,0,0,0,medium,Jaipur,ads,39,male
C07734,133,0,0.0,0.0,0,133,0,No Interaction,0,0,0,0,medium,Bangalore,ads,28,female
C07236,199,0,0.0,0.0,0,199,0,No Interaction,0,0,0,0,medium,Jaipur,organic,24,male
C04253,752,0,0.0,0.0,0,752,0,No Interaction,0,0,0,0,medium,Hyderabad,organic,31,male
C04800,366,0,0.0,0.0,0,366,0,No Interaction,0,0,0,0,low,Ahmedabad,ads,35,male
C03295,611,0,0.0,0.0,0,611,0,No Interaction,0,0,0,0,medium,Mumbai,organic,33,female
C02336,260,0,0.0,0.0,0,260,0,No Interaction,0,0,0,0,medium,Pune,organic,31,male
C06910,327,0,0.0,0.0,0,327,0,No Interaction,0,0,0,0,low,Ahmedabad,ads,31,female
C01959,714,0,0.0,0.0,0,714,0,No Interaction,0,0,0,0,medium,Chennai,ads,51,male
C07578,703,0,0.0,0.0,0,703,0,No Interaction,0,0,0,0,low,Pune,organic,38,other
C04790,230,0,0.0,0.0,0,230,0,No Interaction,0,0,0,0,high,Pune,ads,30,male
C06602,158,0,0.0,0.0,0,158,0,No Interaction,0,0,0,0,medium,Ahmedabad,organic,52,female
C04588,802,0,0.0,0.0,0,802,0,No Interaction,0,0,0,0,low,Kolkata,organic,47,male
C04956,614,0,0.0,0.0,0,614,0,No Interaction,0,0,0,0,medium,Mumbai,organic,22,male
C05816,341,0,0.0,0.0,0,341,0,No Interaction,0,0,0,0,medium,Ahmedabad,referral,23,female
C07471,759,0,0.0,0.0,0,759,0,No Interaction,0,0,0,0,medium,Jaipur,organic,46,male
C06374,392,0,0.0,0.0,0,392,0,No Interaction,0,0,0,0,high,Hyderabad,referral,37,female
C03563,620,0,0.0,0.0,0,620,0,No Interaction,0,0,0,0,low,Bangalore,organic,43,male
C04435,327,0,0.0,0.0,0,327,0,No Interaction,0,0,0,0,medium,Hyderabad,organic,45,female
C05328,350,0,0.0,0.0,0,350,0,No Interaction,0,0,0,0,low,Chennai,referral,44,female
C01790,233,0,0.0,0.0,0,233,0,No Interaction,0,0,0,0,high,Kolkata,organic,31,male
C03828,626,0,0.0,0.0,0,626,0,No Interaction,0,0,0,0,medium,Mumbai,ads,48,female
C01306,211,0,0.0,0.0,0,211,0,No Interaction,0,0,0,0,high,Kolkata,referral,22,male
C02869,248,0,0.0,0.0,0,248,0,No Interaction,0,0,0,0,low,Chennai,organic,25,female
C04886,746,0,0.0,0.0,0,746,0,No Interaction,0,0,0,0,medium,Chennai,organic,22,male
C01652,354,0,0.0,0.0,0,354,0,No Interaction,0,0,0,0,medium,Hyderabad,ads,31,female
C02506,742,0,0.0,0.0,0,742,0,No Interaction,0,0,0,0,medium,Jaipur,ads,44,female
C05692,683,0,0.0,0.0,0,683,0,No Interaction,0,0,0,0,low,Delhi,ads,19,male
C02001,326,0,0.0,0.0,0,326,0,No Interaction,0,0,0,0,low,Kolkata,ads,30,male
C04134,250,0,0.0,0.0,0,250,0,No Interaction,0,0,0,0,high,Hyderabad,ads,27,female
C06271,319,0,0.0,0.0,0,319,0,No Interaction,0,0,0,0,medium,Kolkata,referral,35,male
C07744,769,0,0.0,0.0,0,769,0,No Interaction,0,0,0,0,medium,Mumbai,ads,43,male
C01654,366,0,0.0,0.0,0,366,0,No Interaction,0,0,0,0,high,Pune,organic,34,male
C02788,239,0,0.0,0.0,0,239,0,No Interaction,0,0,0,0,high,Ahmedabad,referral,39,female
C04135,619,0,0.0,0.0,0,619,0,No Interaction,0,0,0,0,low,Mumbai,referral,22,male
C00488,213,0,0.0,0.0,0,213,0,No Interaction,0,0,0,0,low,Jaipur,organic,43,female
C03258,712,0,0.0,0.0,0,712,0,No Interaction,0,0,0,0,medium,Bangalore,ads,39,female
C04908,387,0,0.0,0.0,0,387,0,No Interaction,0,0,0,0,medium,Chennai,ads,31,male
C03760,171,0,0.0,0.0,0,171,0,No Interaction,0,0,0,0,medium,Hyderabad,ads,41,female
C05210,629,0,0.0,0.0,0,629,0,No Interaction,0,0,0,0,low,Bangalore,ads,20,male
C05415,576,0,0.0,0.0,0,576,0,No Interaction,0,0,0,0,low,Bangalore,ads,27,male
C04131,511,0,0.0,0.0,0,511,0,No Interaction,0,0,0,0,high,Kolkata,organic,52,female
C05188,631,0,0.0,0.0,0,631,0,No Interaction,0,0,0,0,medium,Hyderabad,referral,30,male
C06272,546,0,0.0,0.0,0,546,0,No Interaction,0,0,0,0,high,Jaipur,ads,32,female
C05860,412,0,0.0,0.0,0,412,0,No Interaction,0,0,0,0,medium,Pune,ads,29,male
C06368,580,0,0.0,0.0,0,580,0,No Interaction,0,0,0,0,high,Bhubaneswar,organic,51,female
C01698,536,0,0.0,0.0,0,536,0,No Interaction,0,0,0,0,high,Kolkata,ads,35,male
C02517,734,0,0.0,0.0,0,734,0,No Interaction,0,0,0,0,low,Mumbai,organic,47,male
C04475,614,0,0.0,0.0,0,614,0,No Interaction,0,0,0,0,low,Bangalore,organic,45,female
C05945,554,0,0.0,0.0,0,554,0,No Interaction,0,0,0,0,high,Ahmedabad,ads,48,male
C07922,374,0,0.0,0.0,0,374,0,No Interaction,0,0,0,0,high,Pune,referral,19,male
C04292,303,0,0.0,0.0,0,303,0,No Interaction,0,0,0,0,medium,Ahmedabad,ads,33,other
