customer_id,signup_date,customer_segment,location,acquisition_channel,age,gender
C02024,2024-04-28,high,Hyderabad,ads,44,female
C02025,2024-08-05,high,Jaipur,referral,33,male
C02026,2025-03-02,low,Kolkata,organic,35,male
C02027,2025-02-17,low,Bangalore,referral,49,female
C02028,2024-04-23,low,Hyderabad,ads,36,other
C02029,2024-05-24,low,Hyderabad,ads,40,female
C02030,2025-06-21,medium,Mumbai,organic,43,male
C02031,2025-10-09,medium,Ahmedabad,organic,41,male
C02032,2024-10-29,medium,Bhubaneswar,ads,33,male
C02033,2025-08-10,high,Hyderabad,ads,34,male
C02034,2024-12-10,medium,Delhi,referral,42,female
C02035,2024-01-01,low,Mumbai,ads,42,male
C02036,2024-05-26,medium,Kolkata,ads,46,female
C02037,2024-10-13,medium,Pune,ads,40,female
C02038,2025-10-15,medium,Ahmedabad,ads,40,female
C02039,2024-02-22,medium,Jaipur,ads,30,male
C02040,2024-10-30,medium,Chennai,organic,29,male
C02041,2024-03-09,low,Jaipur,referral,42,male
C02042,2024-12-26,medium,Mumbai,ads,29,male
C02043,2025-08-24,low,Delhi,ads,34,male
C02044,2024-08-07,medium,Jaipur,ads,48,female
C02045,2025-12-04,low,Delhi,ads,47,male
C02046,2025-07-28,medium,Chennai,organic,38,male
C02047,2025-08-07,medium,Pune,organic,32,male
C02048,2024-06-09,medium,Ahmedabad,referral,33,other
C02049,2025-11-11,low,Ahmedabad,organic,43,female
C02050,2024-03-29,low,Bhubaneswar,ads,34,female
C02051,2025-11-18,high,Delhi,organic,29,male
C02052,2025-08-07,high,Chennai,organic,47,female
C02053,2025-08-11,low,Hyderabad,organic,36,male
C02054,2024-06-07,medium,Hyderabad,ads,29,male
C02055,2025-05-03,medium,Kolkata,ads,39,female
C02056,2024-11-19,medium,Delhi,organic,44,female
C02057,2025-09-01,high,Bangalore,organic,24,other
C02058,2025-01-15,low,Jaipur,referral,32,female
C02059,2024-04-11,low,Kolkata,ads,32,male
C02060,2025-05-08,medium,Kolkata,referral,39,male
C02061,2025-10-05,medium,Kolkata,referral,41,male
C02062,2025-09-05,low,Chennai,referral,29,male
C02063,2024-01-19,high,Ahmedabad,referral,20,female
C02064,2025-03-29,low,Kolkata,organic,45,female
C02065,2025-04-26,medium,Ahmedabad,referral,23,female
C02066,2025-08-16,medium,Ahmedabad,referral,37,female
C02067,2025-01-31,low,Delhi,referral,33,female
C02068,2024-10-05,medium,Chennai,organic,36,male
C02069,2024-12-30,medium,Ahmedabad,referral,51,male
C02070,2024-11-26,medium,Kolkata,ads,65,female
C02071,2025-10-02,medium,Chennai,ads,18,other
C02072,2024-12-09,medium,Kolkata,organic,44,male
C02073,2025-03-30,low,Mumbai,organic,33,female
C02074,2025-08-23,low,Jaipur,referral,45,female
C02075,2025-12-25,medium,Mumbai,ads,44,female
C02076,2025-10-16,medium,Mumbai,organic,49,male
C02077,2024-03-05,high,Delhi,referral,37,female
C02078,2024-03-16,high,Bangalore,organic,26,male
C02079,2025-12-11,medium,Jaipur,ads,44,female
C02080,2024-05-22,low,Delhi,organic,36,male
C02081,2025-08-27,medium,Kolkata,organic,32,female
C02082,2025-04-17,low,Delhi,organic,30,female
C02083,2025-02-20,high,Kolkata,organic,45,male
C02084,2024-10-31,medium,Bangalore,organic,51,female
C02085,2025-05-11,medium,Ahmedabad,ads,23,female
C02086,2024-10-17,medium,Delhi,referral,41,female
C02087,2024-04-11,high,Bhubaneswar,ads,31,male
C02088,2024-09-23,low,Ahmedabad,organic,20,male
C02089,2025-09-13,medium,Pune,organic,36,male
C02090,2024-01-03,low,Delhi,referral,26,male
C02091,2024-03-25,medium,Kolkata,referral,19,female
C02092,2024-11-23,low,Jaipur,organic,27,male
C02093,2025-03-25,medium,Delhi,organic,24,male
C02094,2025-03-29,low,Kolkata,ads,28,male
C02095,2025-09-20,high,Bangalore,ads,21,male
C02096,2024-08-08,low,Mumbai,ads,31,other
C02097,2024-06-02,low,Delhi,ads,27,other
C02098,2025-10-26,high,Hyderabad,ads,38,female
C02099,2024-01-12,high,Pune,referral,40,male
C02100,2024-05-12,medium,Hyderabad,organic,37,female
C02101,2024-10-30,low,Ahmedabad,referral,32,female
C02102,2024-10-19,medium,Ahmedabad,organic,32,female
C02103,2024-10-26,medium,Mumbai,ads,26,female
C02104,2024-02-12,high,Mumbai,ads,26,male
C02105,2024-12-08,high,Ahmedabad,ads,42,male
C02106,2024-11-21,low,Delhi,ads,18,female
C02107,2025-05-12,high,Chennai,organic,34,female
C02108,2024-12-29,medium,Delhi,organic,31,male
C02109,2025-03-02,low,Pune,ads,40,male
C02110,2024-01-21,medium,Ahmedabad,ads,20,female
C02111,2025-02-10,medium,Hyderabad,organic,35,female
C02112,2025-09-10,high,Mumbai,referral,38,female
C02113,2024-12-01,medium,Hyderabad,organic,18,female
C02114,2024-04-26,high,Ahmedabad,ads,24,male
C02115,2024-05-03,low,Bangalore,organic,34,male
C02116,2025-02-02,medium,Ahmedabad,ads,40,female
C02117,2025-12-15,medium,Bhubaneswar,organic,36,female
C02118,2024-02-20,medium,Pune,ads,40,male
C02119,2024-11-19,high,Bhubaneswar,organic,24,male
C02120,2024-05-20,low,Jaipur,organic,19,female
C02121,2025-04-14,medium,Hyderabad,ads,35,male
C02122,2024-11-29,medium,Bangalore,ads,22,female
C02123,2025-01-07,high,Pune,organic,26,female
C02124,2025-07-17,medium,Kolkata,organic,44,female
C02125,2025-05-08,high,Jaipur,referral,36,female
C02126,2025-06-22,medium,Chennai,organic,29,male
C02127,2025-10-30,medium,Bhubaneswar,referral,28,female
C02128,2024-06-04,low,Pune,ads,41,male
C02129,2024-10-17,medium,Pune,organic,37,female
C02130,2025-10-09,low,Bhubaneswar,ads,22,female
C02131,2024-05-23,low,Jaipur,referral,18,male
C02132,2024-04-15,high,Bangalore,organic,53,male
C02133,2025-02-23,medium,Bangalore,ads,22,male
C02134,2025-10-31,high,Mumbai,ads,40,female
C02135,2025-10-19,medium,Delhi,referral,50,male
C02136,2024-01-02,low,Jaipur,ads,36,female
C02137,2025-08-11,medium,Hyderabad,organic,28,female
C02138,2025-10-05,medium,Hyderabad,organic,20,female
C02139,2024-03-30,medium,Jaipur,organic,20,female
C02140,2024-12-10,medium,Bhubaneswar,organic,38,male
C02141,2024-12-15,high,Hyderabad,organic,49,female
C02142,2025-04-03,low,Hyderabad,ads,31,male
C02143,2024-09-19,medium,Delhi,organic,29,male
C02144,2024-12-16,low,Pune,organic,41,male
C02145,2024-04-17,medium,Pune,ads,28,female
C02146,2025-08-08,medium,Jaipur,organic,37,male
C02147,2024-02-08,medium,Ahmedabad,organic,35,female
C02148,2024-06-07,high,Pune,organic,30,male
C02149,2025-08-05,medium,Bhubaneswar,organic,34,female
C02150,2024-11-07,low,Kolkata,referral,52,female
C02151,2024-08-28,low,Ahmedabad,ads,41,female
C02152,2025-03-20,medium,Delhi,organic,45,female
C02153,2024-10-24,medium,Bhubaneswar,organic,25,female
C02154,2024-02-05,high,Bangalore,organic,45,male
C02155,2024-03-24,low,Delhi,ads,41,male
C02156,2025-03-27,high,Mumbai,ads,20,female
C02157,2025-01-19,low,Hyderabad,ads,40,male
C02158,2024-06-20,medium,Chennai,organic,29,male
C02159,2025-01-10,medium,Bangalore,organic,19,male
C02160,2025-11-15,low,Ahmedabad,ads,36,female
C02161,2024-12-27,high,Bhubaneswar,referral,40,male
C02162,2025-07-12,medium,Bangalore,referral,36,male
C02163,2024-05-20,medium,Mumbai,organic,33,male
C02164,2024-04-27,medium,Bhubaneswar,ads,31,female
C02165,2024-10-03,medium,Chennai,ads,59,female
C02166,2025-12-26,medium,Ahmedabad,referral,23,female
C02167,2024-08-07,low,Delhi,organic,43,male
C02168,2024-01-26,high,Jaipur,ads,35,female
C02169,2025-06-04,low,Bangalore,organic,26,male
C02170,2024-01-10,high,Chennai,ads,34,female
C02171,2025-01-12,medium,Mumbai,organic,21,female
C02172,2025-09-24,medium,Bangalore,ads,29,other
C02173,2025-09-28,high,Kolkata,referral,34,female
C02174,2025-11-12,high,Kolkata,organic,19,female
C02175,2025-08-06,low,Ahmedabad,ads,40,female
C02176,2024-05-31,medium,Delhi,organic,25,male
C02177,2025-12-20,high,Ahmedabad,ads,20,male
C02178,2024-02-18,high,Ahmedabad,organic,24,female
C02179,2024-06-02,low,Hyderabad,organic,56,female
C02180,2024-10-19,low,Delhi,referral,18,male
C02181,2025-08-02,medium,Hyderabad,organic,39,female
C02182,2024-02-19,high,Bhubaneswar,ads,27,male
C02183,2025-10-25,medium,Chennai,referral,31,male
C02184,2025-06-14,high,Chennai,referral,41,male
C02185,2025-09-03,high,Delhi,ads,40,other
C02186,2024-02-29,medium,Delhi,organic,28,female
C02187,2024-06-15,medium,Bhubaneswar,referral,21,female
C02188,2024-07-20,medium,Chennai,organic,41,female
C02189,2024-05-25,medium,Bhubaneswar,referral,40,female
C02190,2025-11-06,low,Jaipur,ads,32,female
C02191,2025-03-14,low,Mumbai,ads,39,male
C02192,2024-08-29,medium,Kolkata,organic,30,female
C02193,2025-08-03,medium,Jaipur,ads,26,male
C02194,2025-11-17,medium,Ahmedabad,referral,35,other
C02195,2025-07-14,medium,Bangalore,referral,40,other
C02196,2025-04-27,low,Hyderabad,organic,38,female
C02197,2024-04-17,medium,Pune,referral,40,male
C02198,2024-08-13,low,Bangalore,organic,27,female
C02199,2025-11-03,low,Delhi,ads,50,male
C02200,2025-09-22,medium,Mumbai,ads,31,male
C02201,2025-10-22,medium,Jaipur,organic,33,female
C02202,2025-10-23,high,Pune,organic,21,male
C02203,2025-03-07,medium,Pune,ads,33,other
C02204,2025-10-16,medium,Delhi,organic,40,male
C02205,2025-02-22,medium,Jaipur,organic,42,female
C02206,2025-03-30,low,Pune,ads,50,female
C02207,2024-06-08,high,Jaipur,referral,40,male
C02208,2025-06-06,medium,Hyderabad,ads,37,male
C02209,2025-10-11,medium,Hyderabad,organic,30,other
C02210,2025-08-12,medium,Pune,organic,28,female
C02211,2024-03-17,medium,Pune,ads,44,male
C02212,2025-05-23,low,Delhi,ads,44,male
C02213,2025-03-16,medium,Jaipur,ads,24,female
C02214,2024-09-10,medium,Chennai,referral,42,male
C02215,2024-11-15,high,Bhubaneswar,ads,41,male
C02216,2024-09-19,medium,Bhubaneswar,organic,23,female
C02217,2025-08-19,low,Bangalore,referral,40,female
C02218,2025-10-19,medium,Bangalore,ads,24,female
C02219,2025-07-07,low,Pune,ads,18,female
C02220,2025-01-08,medium,Kolkata,referral,33,female
C02221,2025-09-28,high,Hyderabad,referral,37,female
C02222,2024-06-15,high,Ahmedabad,ads,33,male
C02223,2025-04-03,medium,Jaipur,organic,63,male
C02224,2024-10-06,medium,Mumbai,referral,38,male
C02225,2025-11-30,low,Mumbai,ads,36,male
C02226,2024-10-28,medium,Hyderabad,ads,39,other
C02227,2025-06-14,medium,Bangalore,ads,30,other
C02228,2025-08-02,medium,Delhi,ads,44,female
C02229,2024-08-05,medium,Mumbai,referral,38,female
C02230,2024-04-11,medium,Pune,ads,38,female
C02231,2025-07-07,high,Kolkata,referral,28,female
C02232,2024-10-14,high,Mumbai,referral,19,male
C02233,2024-06-15,high,Bhubaneswar,referral,29,female
C02234,2025-09-12,high,Kolkata,ads,37,female
C02235,2024-02-05,high,Kolkata,referral,30,male
C02236,2024-12-18,medium,Mumbai,organic,37,male
C02237,2025-11-06,medium,Delhi,organic,32,male
C02238,2024-03-13,low,Delhi,referral,39,female
C02239,2025-10-09,high,Bangalore,ads,25,male
C02240,2024-12-18,medium,Hyderabad,organic,36,female
C02241,2024-03-10,medium,Pune,organic,28,male
C02242,2025-02-28,high,Ahmedabad,organic,19,male
C02243,2025-12-08,low,Chennai,ads,33,female
C02244,2025-07-14,high,Ahmedabad,ads,50,female
C02245,2025-10-03,low,Bhubaneswar,organic,20,male
C02246,2025-05-31,low,Delhi,referral,36,female
C02247,2025-03-03,medium,Bangalore,organic,42,male
C02248,2025-06-22,medium,Bhubaneswar,ads,58,female
C02249,2024-06-08,medium,Ahmedabad,ads,30,female
C02250,2024-05-28,medium,Kolkata,ads,28,male
C02251,2024-08-17,medium,Hyderabad,organic,23,female
C02252,2025-12-12,high,Kolkata,organic,46,male
C02253,2025-07-15,high,Ahmedabad,referral,26,male
C02254,2024-03-07,medium,Mumbai,organic,31,male
C02255,2025-01-15,medium,Hyderabad,referral,18,male
C02256,2024-02-27,low,Bangalore,ads,43,female
C02257,2024-09-15,high,Jaipur,ads,46,female
C02258,2024-12-07,low,Kolkata,ads,43,female
C02259,2024-05-09,medium,Mumbai,organic,18,male
C02260,2025-12-27,medium,Bhubaneswar,ads,41,female
C02261,2024-06-20,medium,Jaipur,referral,18,male
C02262,2025-09-05,medium,Bhubaneswar,organic,35,female
C02263,2024-07-27,high,Delhi,ads,37,female
C02264,2024-12-19,medium,Jaipur,ads,38,male
C02265,2025-04-15,low,Hyderabad,ads,40,other
C02266,2024-04-25,medium,Delhi,organic,34,female
C02267,2024-09-20,medium,Hyderabad,ads,18,female
C02268,2025-10-23,low,Pune,referral,40,female
C02269,2025-03-17,low,Mumbai,organic,35,female
C02270,2025-07-01,medium,Ahmedabad,ads,25,other
C02271,2025-03-28,medium,Bhubaneswar,ads,19,female
C02272,2025-04-21,low,Ahmedabad,ads,50,male
C02273,2024-10-13,medium,Jaipur,ads,47,female
C02274,2024-10-29,medium,Kolkata,ads,42,male
C02275,2024-11-06,medium,Kolkata,organic,28,other
C02276,2024-07-26,low,Bhubaneswar,referral,18,female
C02277,2025-09-09,high,Delhi,referral,42,female
C02278,2025-03-21,low,Bhubaneswar,organic,38,female
C02279,2025-10-31,high,Pune,ads,31,female
C02280,2025-09-24,low,Pune,ads,46,male
C02281,2024-02-24,medium,Ahmedabad,referral,43,female
C02282,2024-01-12,medium,Jaipur,referral,36,female
C02283,2025-10-18,low,Pune,referral,35,female
C02284,2025-02-03,medium,Mumbai,organic,35,male
C02285,2025-10-09,medium,Delhi,referral,41,female
C02286,2025-05-29,high,Delhi,referral,26,male
C02287,2025-10-17,high,Pune,organic,39,male
C02288,2025-06-25,medium,Chennai,organic,25,male
C02289,2024-08-24,medium,Kolkata,ads,48,male
C02290,2024-10-05,high,Chennai,ads,40,male
C02291,2024-12-13,high,Jaipur,organic,28,female
C02292,2025-09-18,medium,Jaipur,organic,35,female
C02293,2024-04-13,medium,Hyderabad,organic,26,male
C02294,2025-09-21,low,Jaipur,ads,50,female
C02295,2025-05-31,high,Hyderabad,organic,51,female
C02296,2024-09-04,high,Delhi,ads,41,male
C02297,2024-12-29,low,Mumbai,organic,50,male
C02298,2024-11-16,medium,Bangalore,referral,36,female
C02299,2025-09-24,low,Kolkata,referral,42,male
C02300,2024-10-12,low,Hyderabad,referral,47,male
C02301,2024-05-28,low,Ahmedabad,ads,34,other
C02302,2024-03-24,high,Mumbai,organic,35,female
C02303,2025-02-09,low,Bhubaneswar,ads,44,male
C02304,2025-03-31,low,Ahmedabad,organic,41,female
C02305,2024-06-09,medium,Mumbai,referral,27,female
C02306,2025-04-04,medium,Ahmedabad,organic,18,female
C02307,2025-07-03,medium,Pune,ads,33,male
C02308,2025-05-14,high,Ahmedabad,ads,18,female
C02309,2025-05-23,medium,Hyderabad,referral,25,female
C02310,2025-10-15,medium,Mumbai,ads,26,male
C02311,2025-04-25,medium,Bhubaneswar,ads,29,female
C02312,2025-10-24,medium,Jaipur,ads,43,male
C02313,2024-04-23,medium,Ahmedabad,ads,45,male
C02314,2025-07-31,medium,Bhubaneswar,organic,40,female
C02315,2024-12-26,low,Mumbai,referral,41,male
C02316,2024-12-06,high,Bhubaneswar,ads,41,male
C02317,2025-03-24,medium,Bangalore,organic,18,female
C02318,2024-06-28,high,Bangalore,referral,35,male
C02319,2025-12-02,medium,Ahmedabad,ads,18,female
C02320,2025-02-10,low,Ahmedabad,referral,40,male
C02321,2025-10-27,low,Ahmedabad,referral,18,male
C02322,2024-07-14,medium,Kolkata,referral,33,male
C02323,2025-04-10,low,Pune,organic,40,female
C02324,2024-11-06,high,Bhubaneswar,organic,23,male
C02325,2024-09-18,medium,Chennai,referral,44,male
C02326,2025-02-22,high,Delhi,referral,40,female
C02327,2025-02-09,low,Ahmedabad,ads,38,female
C02328,2024-05-22,medium,Hyderabad,ads,41,female
C02329,2024-12-07,medium,Bangalore,organic,31,male
C02330,2024-11-11,low,Bangalore,referral,36,female
C02331,2024-04-10,high,Jaipur,organic,35,female
C02332,2024-08-31,high,Delhi,organic,34,female
C02333,2025-05-04,low,Bhubaneswar,ads,28,female
C02334,2024-01-12,medium,Mumbai,organic,22,female
C02335,2024-08-26,high,Delhi,referral,31,female
C02336,2025-07-14,medium,Pune,organic,31,male
C02337,2024-02-11,medium,Ahmedabad,organic,27,female
C02338,2025-11-08,high,Hyderabad,ads,43,female
C02339,2025-08-16,medium,Bhubaneswar,ads,23,female
C02340,2025-03-04,high,Bhubaneswar,organic,33,female
C02341,2024-06-06,medium,Ahmedabad,ads,46,female
C02342,2024-08-03,low,Pune,ads,44,female
C02343,2025-10-31,low,Ahmedabad,referral,47,male
C02344,2025-04-06,medium,Ahmedabad,organic,29,female
C02345,2024-05-13,high,Delhi,referral,42,male
C02346,2024-03-07,low,Hyderabad,ads,24,other
C02347,2024-01-07,medium,Bhubaneswar,organic,32,female
C02348,2025-06-09,high,Jaipur,organic,33,female
C02349,2024-03-13,low,Ahmedabad,ads,29,male
C02350,2025-02-02,low,Kolkata,organic,31,male
C02351,2025-02-08,low,Mumbai,organic,30,female
C02352,2025-11-05,low,Ahmedabad,organic,25,male
C02353,2025-07-31,medium,Ahmedabad,ads,43,male
C02354,2024-05-09,medium,Bhubaneswar,ads,33,female
C02355,2025-04-10,medium,Bangalore,organic,37,male
C02356,2024-07-24,medium,Chennai,ads,36,male
C02357,2024-09-22,medium,Mumbai,ads,35,female
C02358,2025-06-20,low,Bangalore,organic,35,female
C02359,2024-09-09,low,Delhi,referral,31,female
C02360,2024-10-15,medium,Kolkata,ads,49,other
C02361,2024-06-12,low,Chennai,referral,42,female
C02362,2024-04-04,low,Mumbai,organic,35,male
C02363,2024-04-19,medium,Bangalore,referral,30,female
C02364,2024-12-01,medium,Hyderabad,ads,33,male
C02365,2024-08-25,medium,Hyderabad,ads,39,male
C02366,2025-01-15,medium,Pune,ads,49,male
C02367,2025-03-11,high,Ahmedabad,organic,21,female
C02368,2025-04-27,medium,Kolkata,referral,41,female
C02369,2024-01-25,medium,Chennai,ads,46,male
C02370,2025-10-14,medium,Mumbai,organic,20,male
C02371,2024-04-26,low,Hyderabad,organic,33,female
C02372,2025-04-26,high,Kolkata,organic,24,male
C02373,2025-01-26,low,Chennai,ads,39,female
C02374,2025-06-20,medium,Pune,ads,31,male
C02375,2024-03-19,high,Hyderabad,ads,33,male
C02376,2025-08-02,low,Bhubaneswar,organic,30,male
C02377,2024-06-21,medium,Hyderabad,ads,42,male
C02378,2024-01-12,medium,Jaipur,ads,37,female
C02379,2024-05-07,low,Bhubaneswar,organic,37,female
C02380,2025-08-30,medium,Kolkata,organic,36,female
C02381,2024-04-01,medium,Pune,organic,40,female
C02382,2025-10-14,high,Bangalore,referral,32,female
C02383,2025-06-26,low,Delhi,ads,52,male
C02384,2025-06-15,medium,Ahmedabad,referral,22,female
C02385,2025-10-19,medium,Ahmedabad,organic,18,female
C02386,2025-03-22,medium,Hyderabad,referral,18,male
C02387,2025-01-24,medium,Mumbai,ads,18,male
C02388,2025-11-02,low,Bhubaneswar,ads,41,other
C02389,2024-02-12,medium,Jaipur,organic,40,female
C02390,2024-09-10,medium,Hyderabad,ads,47,male
C02391,2024-05-09,medium,Pune,referral,24,male
C02392,2024-02-29,low,Delhi,organic,42,male
C02393,2025-10-24,medium,Bangalore,organic,35,male
C02394,2025-04-11,low,Delhi,ads,36,male
C02395,2024-10-13,low,Jaipur,referral,41,male
C02396,2025-05-31,medium,Delhi,ads,27,male
C02397,2025-04-11,medium,Delhi,organic,60,female
C02398,2024-12-10,medium,Kolkata,ads,48,male
C02399,2025-10-03,low,Pune,organic,29,male
C02400,2025-01-16,medium,Pune,referral,24,male
C02401,2025-11-20,medium,Chennai,ads,34,male
C02402,2024-09-09,low,Hyderabad,ads,36,male
C02403,2024-02-25,medium,Mumbai,organic,45,female
C02404,2025-04-07,medium,Chennai,referral,23,male
C02405,2025-04-01,medium,Pune,ads,37,male
C02406,2024-03-23,high,Ahmedabad,referral,19,female
C02407,2024-04-08,low,Hyderabad,ads,39,female
C02408,2024-05-28,high,Jaipur,referral,33,male
C02409,2024-11-24,medium,Kolkata,referral,54,male
C02410,2024-06-04,low,Bangalore,organic,19,other
C02411,2024-07-08,medium,Ahmedabad,referral,48,other
C02412,2025-05-08,low,Pune,organic,18,male
C02413,2024-09-19,low,Hyderabad,ads,21,male
C02414,2024-03-20,medium,Pune,referral,18,female
C02415,2025-02-03,high,Bhubaneswar,organic,37,female
C02416,2025-08-31,low,Chennai,ads,23,male
C02417,2024-09-16,medium,Bangalore,ads,21,female
C02418,2025-09-06,high,Bangalore,ads,37,male
C02419,2025-07-05,low,Mumbai,referral,39,male
C02420,2024-04-10,high,Bhubaneswar,ads,35,female
C02421,2024-12-24,low,Delhi,referral,33,female
C02422,2025-01-14,high,Bhubaneswar,organic,53,male
C02423,2024-08-08,high,Bangalore,organic,36,female
C02424,2025-02-23,high,Ahmedabad,ads,43,male
C02425,2024-05-03,low,Mumbai,ads,36,male
C02426,2025-02-25,medium,Jaipur,organic,24,female
C02427,2024-08-18,low,Ahmedabad,ads,40,male
C02428,2025-11-20,medium,Hyderabad,organic,28,female
C02429,2024-03-03,medium,Delhi,ads,34,male
C02430,2025-04-29,medium,Chennai,organic,38,male
C02431,2025-09-19,medium,Jaipur,ads,18,female
C02432,2025-12-03,medium,Ahmedabad,ads,18,male
C02433,2025-07-27,medium,Hyderabad,referral,44,male
C02434,2025-04-27,medium,Pune,ads,28,female
C02435,2025-06-02,low,Kolkata,ads,28,male
C02436,2024-06-03,high,Delhi,referral,36,male
C02437,2024-04-01,low,Chennai,ads,31,female
C02438,2025-06-09,high,Mumbai,organic,39,male
C02439,2025-03-30,medium,Bhubaneswar,referral,34,female
C02440,2025-08-20,medium,Kolkata,ads,36,female
C02441,2025-10-06,medium,Delhi,ads,27,male
C02442,2025-05-24,medium,Jaipur,ads,36,male
C02443,2024-07-01,medium,Pune,referral,46,female
C02444,2025-01-20,medium,Mumbai,referral,29,male
C02445,2025-07-27,low,Bangalore,referral,44,female
C02446,2025-12-31,medium,Ahmedabad,organic,34,male
C02447,2025-02-08,low,Ahmedabad,ads,42,male
C02448,2024-09-02,medium,Mumbai,organic,36,male
C02449,2025-08-13,medium,Bangalore,organic,34,female
C02450,2025-10-22,medium,Ahmedabad,referral,38,male
C02451,2025-10-11,medium,Delhi,organic,47,female
C02452,2025-04-15,medium,Mumbai,ads,37,female
C02453,2025-02-26,medium,Mumbai,ads,39,male
C02454,2024-03-05,high,Jaipur,ads,31,male
C02455,2024-01-13,medium,Bangalore,organic,50,male
C02456,2024-07-31,high,Jaipur,organic,41,female
C02457,2024-08-29,medium,Bangalore,ads,35,female
C02458,2025-05-07,medium,Jaipur,organic,33,male
C02459,2024-07-31,low,Mumbai,referral,44,male
C02460,2025-11-23,low,Bhubaneswar,referral,28,male
C02461,2024-12-03,high,Bhubaneswar,ads,18,male
C02462,2024-06-21,low,Bhubaneswar,referral,35,female
C02463,2025-11-02,low,Mumbai,organic,46,male
C02464,2024-06-12,medium,Ahmedabad,ads,50,male
C02465,2025-04-09,medium,Pune,organic,33,female
C02466,2025-05-11,low,Chennai,ads,35,male
C02467,2025-11-30,medium,Pune,ads,40,male
C02468,2025-01-29,low,Bhubaneswar,organic,32,male
C02469,2025-12-03,high,Ahmedabad,organic,40,female
C02470,2024-11-03,high,Mumbai,ads,34,male
C02471,2024-07-01,medium,Hyderabad,ads,45,male
C02472,2025-09-20,medium,Ahmedabad,organic,42,male
C02473,2025-05-24,low,Hyderabad,ads,43,male
C02474,2025-12-08,low,Mumbai,ads,32,male
C02475,2025-06-29,medium,Delhi,ads,54,male
C02476,2025-07-17,high,Bangalore,ads,39,male
C02477,2025-09-15,low,Chennai,organic,37,male
C02478,2025-08-16,medium,Pune,ads,27,male
C02479,2024-08-14,high,Jaipur,referral,34,female
C02480,2025-03-11,medium,Jaipur,ads,36,female
C02481,2025-02-25,low,Bangalore,ads,27,male
C02482,2025-07-07,low,Ahmedabad,ads,32,male
C02483,2024-01-21,medium,Jaipur,organic,33,male
C02484,2025-07-07,medium,Kolkata,ads,35,male
C02485,2025-01-31,low,Jaipur,referral,18,male
C02486,2025-09-16,medium,Mumbai,organic,33,male
C02487,2024-04-14,medium,Bangalore,referral,31,male
C02488,2024-07-10,medium,Chennai,organic,34,female
C02489,2024-01-17,low,Bangalore,ads,45,male
C02490,2024-04-29,medium,Chennai,referral,55,female
C02491,2025-01-27,high,Kolkata,referral,41,female
C02492,2025-02-28,medium,Jaipur,referral,22,female
C02493,2024-05-08,medium,Bangalore,referral,31,female
C02494,2024-05-09,medium,Hyderabad,ads,40,male
C02495,2025-07-25,high,Bhubaneswar,ads,39,male
C02496,2025-07-13,medium,Kolkata,organic,44,male
C02497,2024-01-29,medium,Ahmedabad,organic,34,male
C02498,2024-04-06,high,Hyderabad,ads,31,male
C02499,2024-01-10,high,Chennai,ads,52,female
C02500,2024-08-29,low,Bangalore,ads,35,male
C02501,2024-08-19,low,Chennai,referral,24,male
C02502,2024-10-10,medium,Chennai,ads,49,female
C02503,2025-12-15,low,Kolkata,organic,20,male
C02504,2025-12-26,medium,Hyderabad,ads,18,male
C02505,2024-07-18,low,Bangalore,ads,42,male
C02506,2024-03-19,medium,Jaipur,ads,44,female
C02507,2024-06-21,medium,Delhi,referral,39,female
C02508,2025-04-11,high,Pune,ads,21,female
C02509,2025-08-03,medium,Pune,referral,34,male
C02510,2025-02-19,low,Kolkata,ads,32,female
C02511,2025-03-24,medium,Ahmedabad,ads,29,male
C02512,2024-03-27,medium,Mumbai,ads,49,female
C02513,2024-04-10,high,Delhi,organic,24,female
C02514,2024-01-08,low,Bangalore,organic,38,female
C02515,2024-07-18,medium,Pune,organic,46,female
C02516,2025-05-19,medium,Ahmedabad,ads,38,male
C02517,2024-03-27,low,Mumbai,organic,47,male
C02518,2024-02-12,high,Hyderabad,referral,40,female
C02519,2025-01-19,medium,Bangalore,ads,39,male
C02520,2025-09-12,low,Chennai,ads,38,female
C02521,2025-03-10,medium,Ahmedabad,organic,41,female
C02522,2025-02-11,medium,Bangalore,organic,31,male
C02523,2025-04-27,medium,Delhi,organic,21,female
C02524,2025-10-25,low,Chennai,ads,44,male
C02525,2024-01-17,high,Delhi,ads,46,male
C02526,2025-10-06,low,Bhubaneswar,ads,37,male
C02527,2024-05-27,low,Pune,ads,29,male
C02528,2024-10-03,high,Mumbai,ads,19,female
C02529,2024-08-19,low,Ahmedabad,organic,35,male
C02530,2024-12-31,medium,Chennai,ads,21,female
C02531,2024-08-15,medium,Pune,ads,20,male
C02532,2025-10-12,low,Kolkata,ads,34,female
C02533,2025-03-11,low,Delhi,organic,27,female
C02534,2025-02-02,high,Bhubaneswar,ads,38,male
C02535,2024-07-29,medium,Delhi,organic,33,female
C02536,2025-01-25,medium,Bangalore,referral,28,female
C02537,2025-05-13,medium,Hyderabad,ads,18,female
C02538,2025-06-23,medium,Bhubaneswar,referral,26,female
C02539,2025-07-16,high,Bhubaneswar,ads,26,female
C02540,2025-05-05,medium,Mumbai,organic,22,female
C02541,2025-03-17,medium,Ahmedabad,ads,31,male
C02542,2024-09-17,high,Kolkata,organic,23,male
C02543,2024-12-15,low,Kolkata,referral,33,other
C02544,2024-12-17,low,Mumbai,referral,37,male
