transaction_id,customer_id,product_id,transaction_date,quantity,price,discount
5184,C00264,P0105,2025-08-27,1,49247,0.02
5185,C00264,P0060,2025-11-04,2,11069,0.08
5186,C00264,P0035,2025-11-24,2,2894,0.02
5187,C00264,P0063,2025-11-22,2,3469,0.12
5188,C00264,P0040,2025-12-30,1,7539,0.09
5189,C00264,P0066,2025-12-22,3,2073,0.07
5190,C00264,P0080,2026-01-11,2,2146,0.03
5191,C00264,P0076,2026-03-17,1,6650,0.06
5192,C00265,P0047,2024-05-23,2,1018,0.04
5193,C00265,P0087,2024-06-22,3,1522,0.01
5194,C00265,P0057,2024-06-05,1,19313,0.06
5195,C00265,P0050,2024-06-06,2,14239,0.01
5196,C00265,P0066,2024-08-31,3,2073,0.02
5197,C00265,P0040,2024-09-20,3,7539,0.03
5198,C00265,P0086,2024-11-27,3,41602,0.17
5199,C00265,P0013,2024-11-22,2,10349,0.07
5200,C00265,P0058,2024-12-24,1,450,0.12
5201,C00265,P0090,2025-03-01,3,1754,0.27
5202,C00265,P0048,2025-03-06,3,2191,0.08
5203,C00265,P0052,2025-03-03,1,2681,0.16
5204,C00265,P0081,2025-04-27,1,2835,0.08
5205,C00265,P0097,2025-05-31,2,6138,0.04
5206,C00265,P0119,2025-06-02,1,45211,0.04
5207,C00265,P0061,2025-06-26,2,2770,0.08
5208,C00265,P0022,2025-06-05,2,2633,0.07
5209,C00265,P0101,2025-06-13,2,25363,0.0
5210,C00265,P0078,2025-08-13,3,30202,0.18
5211,C00265,P0029,2025-09-02,1,38761,0.04
5212,C00265,P0064,2025-09-19,1,26494,0.06
5213,C00265,P0045,2026-01-14,1,3767,0.02
5214,C00265,P0057,2026-02-19,1,19313,0.06
5215,C00265,P0108,2026-02-07,3,11701,0.07
5216,C00266,P0045,2024-12-11,2,3767,0.03
5217,C00266,P0043,2024-12-11,2,1946,0.0
5218,C00266,P0119,2024-12-30,1,45211,0.08
5219,C00266,P0024,2025-01-15,1,1856,0.06
5220,C00266,P0023,2025-01-22,3,2907,0.07
5221,C00266,P0003,2025-01-26,1,49187,0.1
5222,C00266,P0076,2025-01-08,2,6650,0.0
5223,C00266,P0083,2025-01-31,3,3718,0.1
5224,C00266,P0057,2025-01-06,2,19313,0.25
5225,C00266,P0117,2025-01-17,3,22643,0.06
5226,C00266,P0073,2025-02-11,2,4368,0.19
5227,C00266,P0108,2025-02-13,1,11701,0.05
5228,C00266,P0047,2025-02-13,1,1018,0.05
5229,C00266,P0034,2025-02-07,2,3950,0.24
5230,C00266,P0034,2025-02-16,1,3950,0.07
5231,C00266,P0025,2025-03-16,2,23637,0.03
5232,C00266,P0018,2025-03-22,3,17921,0.07
5233,C00266,P0115,2025-03-13,2,7554,0.0
5234,C00266,P0095,2025-03-14,3,5462,0.01
5235,C00266,P0108,2025-03-24,2,11701,0.1
5236,C00266,P0079,2025-04-18,2,4936,0.06
5237,C00266,P0008,2025-04-28,3,1087,0.18
5238,C00266,P0050,2025-05-05,3,14239,0.05
5239,C00266,P0019,2025-05-10,2,4101,0.07
5240,C00266,P0045,2025-05-23,2,3767,0.05
5241,C00266,P0111,2025-05-28,1,8250,0.06
5242,C00266,P0064,2025-05-28,1,26494,0.08
5243,C00266,P0047,2025-06-15,1,1018,0.01
5244,C00266,P0007,2025-06-30,1,16826,0.06
5245,C00266,P0043,2025-06-17,1,1946,0.06
5246,C00266,P0053,2025-07-26,3,11969,0.01
5247,C00266,P0113,2025-07-12,1,1249,0.14
5248,C00266,P0039,2025-07-01,2,4937,0.03
5249,C00266,P0028,2025-07-19,3,2009,0.03
5250,C00266,P0031,2025-08-16,1,28113,0.04
5251,C00266,P0073,2025-08-19,2,4368,0.05
5252,C00266,P0100,2025-09-05,2,2523,0.09
5253,C00266,P0020,2025-09-22,1,1264,0.01
5254,C00266,P0063,2025-09-11,2,3469,0.03
5255,C00266,P0059,2025-10-25,2,2027,0.08
5256,C00266,P0105,2025-10-02,3,49247,0.08
5257,C00266,P0046,2025-11-01,1,37838,0.05
5258,C00266,P0055,2025-11-10,3,1930,0.02
5259,C00266,P0092,2025-12-03,2,803,0.23
5260,C00266,P0107,2025-12-13,1,4638,0.0
5261,C00266,P0119,2025-12-04,2,45211,0.06
5262,C00266,P0081,2025-12-05,2,2835,0.07
5263,C00266,P0091,2026-01-01,3,4994,0.01
5264,C00266,P0104,2026-01-28,2,3266,0.0
5265,C00266,P0112,2026-01-20,1,9448,0.04
5266,C00266,P0114,2026-02-12,3,856,0.28
5267,C00266,P0060,2026-02-20,2,11069,0.05
5268,C00266,P0079,2026-03-16,1,4936,0.04
5269,C00266,P0109,2026-03-30,3,1820,0.09
5270,C00266,P0089,2026-03-18,3,1912,0.06
5271,C00266,P0038,2026-03-07,3,3819,0.07
5272,C00267,P0088,2025-09-27,3,35723,0.05
5273,C00267,P0030,2025-12-06,1,1840,0.08
5274,C00267,P0030,2025-12-23,1,1840,0.04
5275,C00267,P0113,2026-02-14,1,1249,0.06
5276,C00267,P0110,2026-02-19,2,2108,0.03
5277,C00267,P0073,2026-03-20,2,4368,0.03
5278,C00268,P0110,2025-08-26,1,2108,0.08
5279,C00268,P0075,2025-09-10,1,3023,0.16
5280,C00268,P0023,2025-09-05,2,2907,0.09
5281,C00268,P0026,2025-10-03,3,1435,0.21
5282,C00268,P0030,2025-11-09,1,1840,0.2
5283,C00268,P0067,2026-01-05,3,2745,0.08
5284,C00268,P0012,2026-02-13,1,21340,0.01
5285,C00269,P0034,2024-10-30,2,3950,0.28
5286,C00269,P0071,2024-11-19,1,30313,0.27
5287,C00269,P0118,2024-12-23,3,3405,0.02
5288,C00269,P0100,2025-02-25,1,2523,0.07
5289,C00270,P0059,2025-01-10,2,2027,0.04
5290,C00270,P0083,2025-05-31,1,3718,0.03
5291,C00270,P0072,2025-05-21,3,42315,0.22
5292,C00270,P0018,2025-07-25,1,17921,0.04
5293,C00270,P0056,2025-07-11,2,33217,0.15
5294,C00270,P0104,2025-08-03,3,3266,0.02
5295,C00270,P0018,2025-08-17,1,17921,0.02
5296,C00270,P0065,2025-09-09,3,4389,0.09
5297,C00270,P0095,2025-09-02,3,5462,0.02
5298,C00270,P0090,2025-10-22,3,1754,0.12
5299,C00270,P0070,2025-10-06,2,2480,0.18
5300,C00270,P0117,2025-11-22,2,22643,0.04
5301,C00270,P0114,2025-11-10,1,856,0.16
5302,C00270,P0004,2025-12-19,2,16775,0.02
5303,C00270,P0097,2026-02-18,1,6138,0.29
5304,C00270,P0098,2026-03-12,2,924,0.06
5305,C00270,P0097,2026-03-25,3,6138,0.09
5306,C00271,P0067,2024-11-24,1,2745,0.05
5307,C00272,P0079,2025-10-23,2,4936,0.27
5308,C00272,P0075,2025-11-10,1,3023,0.05
5309,C00272,P0006,2025-12-04,3,2561,0.1
5310,C00272,P0054,2026-02-25,1,1408,0.01
5311,C00273,P0040,2025-04-19,1,7539,0.22
5312,C00273,P0068,2025-04-14,2,40708,0.3
5313,C00273,P0027,2025-05-15,2,7517,0.03
5314,C00273,P0048,2025-06-27,1,2191,0.08
5315,C00273,P0083,2025-09-26,3,3718,0.18
5316,C00273,P0042,2025-10-21,3,1953,0.09
5317,C00273,P0022,2025-10-09,2,2633,0.02
5318,C00273,P0064,2025-10-31,2,26494,0.29
5319,C00273,P0028,2025-10-28,1,2009,0.01
5320,C00273,P0070,2025-11-16,3,2480,0.29
5321,C00273,P0079,2026-01-01,1,4936,0.07
5322,C00273,P0094,2026-03-01,3,8333,0.06
5323,C00274,P0051,2024-02-22,3,1000,0.08
5324,C00274,P0108,2024-02-11,2,11701,0.23
5325,C00274,P0023,2024-04-11,2,2907,0.06
5326,C00274,P0055,2024-06-12,3,1930,0.09
5327,C00274,P0030,2024-06-03,3,1840,0.22
5328,C00274,P0007,2024-06-05,3,16826,0.01
5329,C00274,P0013,2024-07-21,2,10349,0.01
5330,C00274,P0104,2024-08-19,2,3266,0.05
5331,C00274,P0063,2024-08-30,2,3469,0.07
5332,C00274,P0043,2024-09-05,1,1946,0.0
5333,C00274,P0082,2024-09-08,3,6509,0.04
5334,C00274,P0080,2024-10-19,2,2146,0.04
5335,C00274,P0082,2025-01-12,3,6509,0.21
5336,C00274,P0063,2025-02-02,2,3469,0.07
5337,C00274,P0030,2025-02-22,3,1840,0.06
5338,C00274,P0104,2025-03-27,1,3266,0.05
5339,C00274,P0114,2025-05-05,2,856,0.2
5340,C00274,P0065,2025-05-25,3,4389,0.02
5341,C00274,P0062,2025-05-12,1,2148,0.06
5342,C00274,P0017,2025-06-12,1,9441,0.07
5343,C00274,P0072,2025-06-02,1,42315,0.09
5344,C00274,P0086,2025-07-31,2,41602,0.0
5345,C00274,P0021,2025-07-09,1,22916,0.08
5346,C00274,P0037,2025-11-07,1,2576,0.03
5347,C00274,P0036,2025-11-07,1,2526,0.02
5348,C00274,P0118,2025-11-04,2,3405,0.02
5349,C00274,P0099,2025-11-11,2,1702,0.04
5350,C00274,P0100,2025-12-08,2,2523,0.06
5351,C00274,P0099,2025-12-12,3,1702,0.26
5352,C00274,P0048,2026-01-20,3,2191,0.04
5353,C00274,P0040,2026-02-19,1,7539,0.05
5354,C00274,P0098,2026-02-03,1,924,0.03
5355,C00275,P0023,2024-06-24,2,2907,0.07
5356,C00275,P0040,2024-06-17,2,7539,0.05
5357,C00275,P0080,2024-07-31,3,2146,0.07
5358,C00275,P0010,2024-07-09,2,260,0.15
5359,C00275,P0092,2024-07-21,3,803,0.01
5360,C00275,P0080,2024-07-27,1,2146,0.05
5361,C00275,P0119,2024-07-18,1,45211,0.08
5362,C00275,P0111,2024-07-01,3,8250,0.08
5363,C00275,P0096,2024-07-23,1,3723,0.04
5364,C00275,P0079,2024-07-03,3,4936,0.02
5365,C00275,P0038,2024-07-01,3,3819,0.01
5366,C00275,P0029,2024-07-25,2,38761,0.1
5367,C00275,P0107,2024-07-16,2,4638,0.06
5368,C00275,P0020,2024-08-02,1,1264,0.02
5369,C00275,P0073,2024-09-19,1,4368,0.08
5370,C00275,P0042,2024-09-16,1,1953,0.01
5371,C00275,P0070,2024-09-10,2,2480,0.09
5372,C00275,P0119,2024-09-19,3,45211,0.24
5373,C00275,P0013,2024-10-31,2,10349,0.26
5374,C00275,P0035,2024-10-06,1,2894,0.09
5375,C00275,P0001,2024-10-17,2,4758,0.03
5376,C00275,P0082,2024-11-02,3,6509,0.01
5377,C00275,P0003,2024-11-18,1,49187,0.03
5378,C00275,P0079,2024-11-16,1,4936,0.07
5379,C00275,P0013,2024-12-17,3,10349,0.06
5380,C00275,P0105,2024-12-24,3,49247,0.09
5381,C00275,P0099,2025-01-15,1,1702,0.09
5382,C00275,P0103,2025-01-02,1,2740,0.04
5383,C00275,P0105,2025-01-23,3,49247,0.1
5384,C00275,P0088,2025-01-11,3,35723,0.07
5385,C00275,P0051,2025-02-13,2,1000,0.08
5386,C00275,P0021,2025-02-27,3,22916,0.06
5387,C00275,P0098,2025-02-20,1,924,0.18
5388,C00275,P0060,2025-03-21,3,11069,0.08
5389,C00275,P0005,2025-04-03,3,8411,0.06
5390,C00275,P0065,2025-04-17,1,4389,0.05
5391,C00275,P0120,2025-04-26,2,8402,0.01
5392,C00275,P0046,2025-05-24,1,37838,0.01
5393,C00275,P0047,2025-05-09,1,1018,0.08
5394,C00275,P0073,2025-05-18,1,4368,0.12
5395,C00275,P0117,2025-05-24,3,22643,0.03
5396,C00275,P0101,2025-07-29,2,25363,0.04
5397,C00275,P0025,2025-07-16,1,23637,0.04
5398,C00275,P0088,2025-07-09,3,35723,0.17
5399,C00275,P0018,2025-07-08,1,17921,0.26
5400,C00275,P0109,2025-07-03,1,1820,0.09
5401,C00275,P0015,2025-08-11,2,9498,0.2
5402,C00275,P0109,2025-08-10,2,1820,0.19
5403,C00275,P0077,2025-08-06,3,17868,0.09
5404,C00275,P0035,2025-08-21,3,2894,0.22
5405,C00275,P0006,2025-08-04,3,2561,0.08
5406,C00275,P0101,2025-08-19,1,25363,0.03
5407,C00275,P0034,2025-08-17,2,3950,0.01
5408,C00275,P0083,2025-09-01,2,3718,0.03
5409,C00275,P0102,2025-09-18,3,7244,0.09
5410,C00275,P0113,2025-09-02,3,1249,0.17
5411,C00275,P0026,2025-10-07,3,1435,0.0
5412,C00275,P0028,2025-10-28,3,2009,0.15
5413,C00275,P0076,2025-11-04,1,6650,0.02
5414,C00275,P0057,2025-11-28,2,19313,0.1
5415,C00275,P0046,2025-11-13,3,37838,0.02
5416,C00275,P0019,2025-11-07,1,4101,0.06
5417,C00275,P0067,2025-11-08,2,2745,0.07
5418,C00275,P0057,2025-12-26,2,19313,0.05
5419,C00275,P0034,2025-12-26,2,3950,0.12
5420,C00275,P0059,2025-12-31,2,2027,0.06
5421,C00275,P0088,2025-12-08,2,35723,0.24
5422,C00275,P0070,2026-01-20,3,2480,0.03
5423,C00275,P0107,2026-01-07,3,4638,0.01
5424,C00275,P0090,2026-01-17,1,1754,0.02
5425,C00275,P0083,2026-02-19,2,3718,0.12
5426,C00275,P0119,2026-02-09,1,45211,0.04
5427,C00275,P0085,2026-02-12,3,9976,0.04
5428,C00275,P0092,2026-02-16,3,803,0.07
5429,C00275,P0035,2026-02-22,2,2894,0.0
5430,C00275,P0091,2026-02-28,2,4994,0.21
5431,C00275,P0059,2026-03-29,3,2027,0.01
5432,C00275,P0042,2026-03-04,3,1953,0.01
5433,C00275,P0081,2026-03-15,2,2835,0.04
5434,C00275,P0020,2026-03-09,1,1264,0.06
5435,C00275,P0120,2026-03-21,1,8402,0.02
5436,C00275,P0090,2026-03-25,3,1754,0.1
5437,C00276,P0054,2024-01-13,3,1408,0.15
5438,C00276,P0103,2024-04-16,2,2740,0.02
5439,C00276,P0055,2024-06-19,1,1930,0.0
5440,C00276,P0025,2024-08-08,2,23637,0.04
5441,C00276,P0090,2024-08-25,1,1754,0.08
5442,C00276,P0003,2024-08-07,1,49187,0.1
5443,C00276,P0107,2024-09-10,3,4638,0.09
5444,C00276,P0097,2024-10-19,1,6138,0.11
5445,C00276,P0024,2024-12-27,1,1856,0.06
5446,C00276,P0081,2025-01-01,3,2835,0.06
5447,C00276,P0059,2025-02-28,2,2027,0.24
5448,C00276,P0010,2025-03-12,1,260,0.02
5449,C00276,P0057,2025-03-30,1,19313,0.09
5450,C00276,P0049,2025-06-26,1,2611,0.04
5451,C00276,P0054,2025-09-02,1,1408,0.08
5452,C00276,P0046,2025-09-23,2,37838,0.05
5453,C00276,P0119,2025-10-31,1,45211,0.08
5454,C00276,P0042,2025-11-07,1,1953,0.22
5455,C00276,P0106,2025-12-14,1,1474,0.08
5456,C00276,P0080,2025-12-15,3,2146,0.09
5457,C00276,P0119,2025-12-08,2,45211,0.09
5458,C00276,P0109,2026-01-03,1,1820,0.04
5459,C00276,P0030,2026-01-21,2,1840,0.04
5460,C00276,P0103,2026-02-24,1,2740,0.1
5461,C00277,P0108,2024-08-20,1,11701,0.06
5462,C00277,P0120,2024-09-20,1,8402,0.06
5463,C00277,P0036,2024-09-05,3,2526,0.14
5464,C00277,P0111,2024-09-06,2,8250,0.01
5465,C00277,P0109,2024-09-19,3,1820,0.06
5466,C00277,P0088,2024-10-15,3,35723,0.07
5467,C00277,P0025,2024-10-03,2,23637,0.15
5468,C00277,P0002,2024-10-25,2,1370,0.04
5469,C00277,P0030,2024-11-26,1,1840,0.07
5470,C00277,P0073,2024-11-28,2,4368,0.08
5471,C00277,P0093,2024-11-08,3,9095,0.05
5472,C00277,P0051,2024-11-24,1,1000,0.07
5473,C00277,P0001,2024-11-03,1,4758,0.06
5474,C00277,P0035,2024-11-09,2,2894,0.08
5475,C00277,P0049,2024-12-06,1,2611,0.25
5476,C00277,P0017,2024-12-26,1,9441,0.22
5477,C00277,P0022,2024-12-11,2,2633,0.08
5478,C00277,P0081,2025-01-20,3,2835,0.01
5479,C00277,P0058,2025-01-14,1,450,0.04
5480,C00277,P0116,2025-01-23,1,8497,0.09
5481,C00277,P0088,2025-01-20,2,35723,0.01
5482,C00277,P0090,2025-01-08,3,1754,0.04
5483,C00277,P0104,2025-01-29,1,3266,0.01
5484,C00277,P0096,2025-02-05,1,3723,0.06
5485,C00277,P0059,2025-02-17,1,2027,0.0
5486,C00277,P0030,2025-02-01,2,1840,0.26
5487,C00277,P0119,2025-03-09,2,45211,0.03
5488,C00277,P0120,2025-03-22,1,8402,0.09
5489,C00277,P0085,2025-04-17,1,9976,0.09
5490,C00277,P0014,2025-04-16,3,5630,0.01
5491,C00277,P0118,2025-04-10,3,3405,0.03
5492,C00277,P0116,2025-04-25,1,8497,0.09
5493,C00277,P0035,2025-04-12,2,2894,0.08
5494,C00277,P0035,2025-05-21,3,2894,0.04
5495,C00277,P0002,2025-05-23,3,1370,0.08
5496,C00277,P0090,2025-06-14,2,1754,0.05
5497,C00277,P0079,2025-06-03,2,4936,0.0
5498,C00277,P0002,2025-07-11,3,1370,0.0
5499,C00277,P0068,2025-07-17,3,40708,0.02
5500,C00277,P0065,2025-07-18,1,4389,0.04
5501,C00277,P0064,2025-08-04,2,26494,0.04
5502,C00277,P0047,2025-08-06,1,1018,0.04
5503,C00277,P0027,2025-08-29,2,7517,0.08
5504,C00277,P0110,2025-08-27,1,2108,0.04
5505,C00277,P0019,2025-08-28,2,4101,0.22
5506,C00277,P0052,2025-09-19,3,2681,0.04
5507,C00277,P0070,2025-09-02,2,2480,0.05
5508,C00277,P0058,2025-09-25,1,450,0.25
5509,C00277,P0079,2025-09-07,1,4936,0.08
5510,C00277,P0055,2025-09-24,2,1930,0.05
5511,C00277,P0037,2025-09-25,2,2576,0.05
5512,C00277,P0117,2025-09-13,3,22643,0.04
5513,C00277,P0059,2025-09-20,2,2027,0.03
5514,C00277,P0003,2025-11-02,3,49187,0.21
5515,C00277,P0020,2025-11-19,2,1264,0.17
5516,C00277,P0015,2025-11-14,1,9498,0.05
5517,C00277,P0094,2025-11-24,2,8333,0.02
5518,C00277,P0087,2025-11-11,3,1522,0.05
5519,C00277,P0107,2025-11-26,3,4638,0.05
5520,C00277,P0009,2025-12-08,2,2189,0.03
5521,C00277,P0087,2025-12-30,2,1522,0.21
5522,C00277,P0033,2025-12-26,3,1275,0.09
5523,C00277,P0021,2026-01-28,3,22916,0.1
5524,C00277,P0022,2026-01-28,2,2633,0.18
5525,C00277,P0020,2026-01-12,1,1264,0.14
5526,C00277,P0112,2026-02-26,2,9448,0.05
5527,C00277,P0102,2026-02-24,1,7244,0.01
5528,C00277,P0043,2026-02-05,1,1946,0.16
5529,C00277,P0096,2026-02-19,2,3723,0.14
5530,C00277,P0034,2026-02-04,1,3950,0.07
5531,C00277,P0088,2026-02-16,3,35723,0.03
5532,C00277,P0065,2026-03-27,3,4389,0.04
5533,C00277,P0006,2026-03-31,1,2561,0.27
5534,C00277,P0107,2026-03-16,2,4638,0.09
5535,C00277,P0052,2026-03-27,2,2681,0.01
5536,C00278,P0064,2024-07-22,2,26494,0.05
5537,C00278,P0016,2024-08-11,3,14117,0.02
5538,C00278,P0030,2024-09-19,1,1840,0.0
5539,C00278,P0100,2024-09-02,2,2523,0.23
5540,C00278,P0080,2024-10-24,1,2146,0.07
5541,C00278,P0100,2024-10-22,3,2523,0.05
5542,C00278,P0112,2024-10-05,1,9448,0.07
5543,C00278,P0049,2024-11-27,3,2611,0.17
5544,C00278,P0003,2024-11-15,2,49187,0.05
5545,C00278,P0041,2024-12-27,2,3073,0.01
5546,C00278,P0089,2024-12-06,3,1912,0.28
5547,C00278,P0034,2025-01-12,3,3950,0.07
5548,C00278,P0112,2025-03-29,3,9448,0.06
5549,C00278,P0034,2025-05-07,2,3950,0.15
5550,C00278,P0072,2025-05-21,2,42315,0.29
5551,C00278,P0089,2025-05-10,1,1912,0.01
5552,C00278,P0099,2025-06-24,1,1702,0.28
5553,C00278,P0110,2025-07-20,1,2108,0.01
5554,C00278,P0119,2025-07-12,1,45211,0.09
5555,C00278,P0065,2025-08-22,2,4389,0.04
5556,C00278,P0113,2025-09-05,2,1249,0.09
5557,C00278,P0092,2025-09-27,2,803,0.08
5558,C00278,P0070,2025-11-11,2,2480,0.08
5559,C00278,P0033,2026-01-25,1,1275,0.04
5560,C00278,P0105,2026-01-28,1,49247,0.08
5561,C00278,P0066,2026-01-29,2,2073,0.22
5562,C00278,P0070,2026-02-14,1,2480,0.08
5563,C00278,P0065,2026-02-25,1,4389,0.03
5564,C00278,P0038,2026-02-20,1,3819,0.18
5565,C00278,P0096,2026-03-18,3,3723,0.13
5566,C00279,P0087,2025-10-28,1,1522,0.05
5567,C00279,P0094,2025-11-02,1,8333,0.08
5568,C00279,P0072,2025-11-26,1,42315,0.05
5569,C00279,P0029,2025-11-21,3,38761,0.06
5570,C00279,P0018,2025-11-25,2,17921,0.08
5571,C00279,P0028,2026-01-25,1,2009,0.23
5572,C00279,P0109,2026-02-26,2,1820,0.21
5573,C00279,P0002,2026-03-31,2,1370,0.1
5574,C00281,P0117,2024-06-10,1,22643,0.08
5575,C00281,P0045,2024-07-01,2,3767,0.09
5576,C00281,P0089,2024-08-06,1,1912,0.03
5577,C00281,P0006,2024-08-03,3,2561,0.02
5578,C00281,P0051,2024-08-25,1,1000,0.05
5579,C00281,P0082,2024-09-28,2,6509,0.06
5580,C00281,P0108,2024-09-10,3,11701,0.02
5581,C00281,P0097,2024-11-28,1,6138,0.05
5582,C00281,P0115,2024-11-15,2,7554,0.03
5583,C00281,P0097,2024-12-14,3,6138,0.05
5584,C00281,P0087,2025-01-20,3,1522,0.08
5585,C00281,P0069,2025-02-27,1,5639,0.01
5586,C00281,P0061,2025-03-28,3,2770,0.09
5587,C00281,P0117,2025-03-22,2,22643,0.03
5588,C00281,P0112,2025-04-01,1,9448,0.07
5589,C00281,P0080,2025-04-05,2,2146,0.06
5590,C00281,P0036,2025-07-29,1,2526,0.04
5591,C00281,P0036,2025-07-18,2,2526,0.04
5592,C00281,P0040,2025-09-30,3,7539,0.07
5593,C00281,P0008,2025-09-04,3,1087,0.02
5594,C00281,P0039,2025-10-19,3,4937,0.28
5595,C00281,P0118,2025-10-16,3,3405,0.1
5596,C00281,P0109,2026-01-29,3,1820,0.06
5597,C00281,P0016,2026-01-07,3,14117,0.05
5598,C00281,P0002,2026-02-27,1,1370,0.01
5599,C00281,P0085,2026-02-03,3,9976,0.01
5600,C00281,P0108,2026-03-10,2,11701,0.02
5601,C00282,P0114,2025-03-05,2,856,0.02
5602,C00282,P0026,2025-03-07,2,1435,0.02
5603,C00282,P0081,2025-04-08,1,2835,0.25
5604,C00282,P0015,2025-04-17,2,9498,0.1
5605,C00282,P0029,2025-04-16,2,38761,0.03
5606,C00282,P0112,2025-04-17,1,9448,0.03
5607,C00282,P0034,2025-05-30,2,3950,0.13
5608,C00282,P0084,2025-05-23,1,4650,0.1
5609,C00282,P0118,2025-06-05,3,3405,0.26
5610,C00282,P0115,2025-07-09,1,7554,0.08
5611,C00282,P0072,2025-07-20,2,42315,0.07
5612,C00282,P0093,2025-07-25,3,9095,0.01
5613,C00282,P0081,2025-08-15,1,2835,0.09
5614,C00282,P0068,2025-09-11,2,40708,0.08
5615,C00282,P0086,2025-09-29,3,41602,0.06
5616,C00282,P0001,2025-09-14,2,4758,0.03
5617,C00282,P0003,2025-09-15,1,49187,0.06
5618,C00282,P0026,2025-10-18,2,1435,0.2
5619,C00282,P0095,2025-10-05,2,5462,0.06
5620,C00282,P0096,2025-11-04,2,3723,0.02
5621,C00282,P0006,2025-12-05,1,2561,0.26
5622,C00282,P0119,2025-12-31,3,45211,0.2
5623,C00282,P0077,2025-12-08,1,17868,0.08
5624,C00282,P0086,2025-12-26,3,41602,0.01
5625,C00282,P0100,2025-12-04,1,2523,0.21
5626,C00282,P0018,2026-01-10,3,17921,0.26
5627,C00282,P0081,2026-02-14,2,2835,0.11
5628,C00282,P0022,2026-02-15,3,2633,0.2
5629,C00282,P0060,2026-02-16,1,11069,0.03
5630,C00282,P0100,2026-02-23,1,2523,0.01
5631,C00282,P0101,2026-02-20,1,25363,0.05
5632,C00282,P0075,2026-02-09,1,3023,0.08
5633,C00282,P0053,2026-02-18,2,11969,0.02
5634,C00282,P0117,2026-03-18,1,22643,0.07
5635,C00282,P0101,2026-03-16,1,25363,0.03
5636,C00282,P0019,2026-03-17,2,4101,0.13
5637,C00282,P0027,2026-03-30,1,7517,0.02
5638,C00283,P0085,2024-06-06,1,9976,0.08
5639,C00283,P0035,2024-07-12,1,2894,0.0
5640,C00283,P0091,2024-08-26,3,4994,0.1
5641,C00283,P0081,2024-09-04,3,2835,0.02
5642,C00283,P0009,2024-10-25,3,2189,0.24
5643,C00283,P0024,2025-01-30,1,1856,0.07
5644,C00283,P0028,2025-01-31,1,2009,0.08
5645,C00283,P0116,2025-02-01,2,8497,0.04
5646,C00283,P0054,2025-03-28,1,1408,0.22
5647,C00283,P0002,2025-03-13,2,1370,0.05
5648,C00283,P0040,2025-07-13,2,7539,0.11
5649,C00283,P0038,2025-07-17,2,3819,0.09
5650,C00283,P0096,2025-08-11,2,3723,0.1
5651,C00283,P0099,2025-10-22,3,1702,0.04
5652,C00283,P0059,2025-10-09,2,2027,0.09
5653,C00283,P0119,2026-01-28,3,45211,0.1
5654,C00283,P0053,2026-02-28,2,11969,0.05
5655,C00283,P0077,2026-03-09,3,17868,0.05
5656,C00283,P0093,2026-03-24,3,9095,0.06
5657,C00286,P0120,2025-11-29,1,8402,0.02
5658,C00286,P0073,2025-12-04,3,4368,0.06
5659,C00286,P0119,2026-01-19,3,45211,0.02
5660,C00286,P0063,2026-01-18,1,3469,0.0
5661,C00287,P0078,2025-10-26,1,30202,0.07
5662,C00287,P0051,2025-11-21,3,1000,0.02
5663,C00287,P0074,2025-12-24,2,38139,0.17
5664,C00287,P0055,2025-12-10,3,1930,0.02
5665,C00287,P0045,2026-01-07,3,3767,0.08
5666,C00287,P0025,2026-02-28,1,23637,0.02
5667,C00288,P0026,2025-09-06,1,1435,0.04
5668,C00288,P0105,2025-09-13,3,49247,0.03
5669,C00288,P0068,2025-09-29,3,40708,0.02
5670,C00288,P0027,2025-10-08,3,7517,0.09
5671,C00288,P0007,2025-10-05,2,16826,0.01
5672,C00288,P0090,2025-11-29,2,1754,0.02
5673,C00288,P0076,2025-11-08,1,6650,0.11
5674,C00288,P0075,2025-11-03,1,3023,0.1
5675,C00288,P0048,2025-11-02,3,2191,0.09
5676,C00288,P0082,2025-12-14,2,6509,0.11
5677,C00288,P0060,2025-12-16,3,11069,0.07
5678,C00288,P0079,2025-12-10,3,4936,0.09
5679,C00288,P0088,2025-12-21,3,35723,0.06
5680,C00288,P0032,2026-01-02,2,1956,0.06
5681,C00288,P0066,2026-01-02,3,2073,0.09
5682,C00288,P0064,2026-02-12,1,26494,0.01
5683,C00288,P0089,2026-02-14,2,1912,0.07
5684,C00288,P0046,2026-03-08,3,37838,0.18
5685,C00288,P0035,2026-03-07,3,2894,0.09
5686,C00288,P0046,2026-03-07,2,37838,0.01
5687,C00288,P0067,2026-03-11,2,2745,0.07
5688,C00290,P0093,2025-03-13,1,9095,0.14
5689,C00290,P0021,2025-04-21,3,22916,0.04
5690,C00290,P0078,2025-04-23,3,30202,0.03
5691,C00290,P0108,2025-04-18,3,11701,0.05
5692,C00290,P0004,2025-05-04,2,16775,0.09
5693,C00290,P0117,2025-05-15,2,22643,0.08
5694,C00290,P0007,2025-05-09,3,16826,0.13
5695,C00290,P0085,2025-06-11,3,9976,0.13
5696,C00290,P0071,2025-06-13,1,30313,0.04
5697,C00290,P0108,2025-06-09,1,11701,0.21
5698,C00290,P0052,2025-07-20,3,2681,0.0
5699,C00290,P0090,2025-07-13,2,1754,0.19
5700,C00290,P0017,2025-08-22,2,9441,0.25
5701,C00290,P0014,2025-10-29,1,5630,0.08
